transition_day,position_size,static_params.ZSCORE_LOOKBACK,static_params.ENTRY_THRESHOLD,static_params.STOP_LOSS_THRESHOLD,adaptive_params.OU_LOOKBACK,adaptive_params.RISK_AVERSION,score
601,10000,150,0.5,4.0,490,0.25,59.00224303686409
651,10000,150,0.5,4.0,530,0.1,58.875371405340324
651,10000,150,0.5,4.0,450,0.2,58.70163917408283
651,10000,150,0.5,4.0,400,0.25,58.52682028566368
601,10000,150,0.5,4.0,540,0.35,58.41661467128091
601,10000,150,0.5,4.0,420,0.15,58.310146950088935
601,10000,150,0.5,4.0,270,0.2,58.303265574303616
651,10000,150,0.5,4.0,280,0.2,58.11657425096949
601,10000,150,0.5,4.0,380,0.2,58.116250001103865
651,10000,150,0.5,4.0,530,0.15,57.982064460094406
651,10000,150,0.5,4.0,550,0.1,57.890747009876705
601,10000,150,0.5,4.0,340,0.15,57.88131069463665
651,10000,150,0.5,4.0,550,0.15,57.67344245416521
651,10000,150,0.5,4.0,290,0.2,57.61498517398194
651,10000,150,0.5,4.0,460,0.2,57.55732433510823
651,10000,150,0.5,4.0,390,0.2,57.5465449531744
601,10000,150,0.5,4.0,360,0.2,57.47593358833288
601,10000,150,0.5,4.0,410,0.35,57.38294453973853
601,10000,150,0.5,4.0,420,0.35,57.37239745620272
651,10000,150,0.5,4.0,480,0.35,57.24794527563647
601,10000,150,0.5,4.0,560,0.1,57.2054778641689
651,10000,150,0.5,4.0,370,0.25,57.07348085684878
601,10000,150,0.5,4.0,420,0.2,57.032566310011575
651,10000,150,0.5,4.0,540,0.15,56.96741111531057
601,10000,150,0.5,4.0,500,0.1,56.94510361597549
651,10000,150,0.5,4.0,300,0.15,56.93055814973126
601,10000,150,0.5,4.0,390,0.15,56.888834057627214
601,10000,150,0.5,4.0,510,0.1,56.887830361510716
601,10000,150,0.5,4.0,270,0.3,56.71081666940664
601,10000,150,0.5,4.0,390,0.35,56.66702176745525
601,10000,150,0.5,4.0,600,0.25,56.66163524365031
501,10000,150,0.5,4.0,450,0.2,56.59704890850213
601,10000,150,0.5,4.0,300,0.25,56.58844372651105
601,10000,150,0.5,4.0,470,0.25,56.53575217617082
651,10000,150,0.5,4.0,590,0.15,56.52365372879773
601,10000,150,0.5,4.0,270,0.25,56.45636615628496
501,10000,150,0.5,4.0,500,0.2,56.32707668733687
651,10000,150,0.5,4.0,310,0.1,56.20699585998174
651,10000,150,0.5,4.0,430,0.25,56.15070985907724
501,10000,150,0.5,4.0,460,0.15,56.09432581419937
651,10000,150,0.5,4.0,380,0.2,56.06155026820296
601,10000,150,0.5,4.0,390,0.3,55.92587342431122
651,10000,150,0.5,4.0,510,0.15,55.89670770546705
501,10000,150,0.5,4.0,510,0.1,55.85094005682048
601,10000,150,0.5,4.0,410,0.15,55.75287037044723
651,10000,150,0.5,4.0,350,0.15,55.667095591674844
651,10000,150,0.5,4.0,570,0.1,55.639493469522456
601,10000,150,0.5,4.0,540,0.3,55.6284719586761
651,10000,150,0.5,4.0,460,0.25,55.575930247844965
651,10000,150,0.5,4.0,340,0.2,55.531813103730805
651,10000,150,0.5,4.0,310,0.15,55.42226779285971
651,10000,150,0.5,4.0,330,0.15,55.39833480742469
601,10000,150,0.5,4.0,330,0.3,55.39437449808953
601,10000,150,0.5,4.0,430,0.3,55.38051695209107
651,10000,150,0.5,4.0,330,0.3,55.33630116365434
601,10000,150,0.5,4.0,410,0.3,55.31627795787627
601,10000,150,0.5,4.0,430,0.2,55.30345362315314
651,10000,150,0.5,4.0,330,0.1,55.280876131130086
651,10000,150,0.5,4.0,350,0.1,55.26505436378242
651,10000,150,0.5,4.0,560,0.15,55.18729568089192
601,10000,150,0.5,4.0,440,0.3,55.18513118016689
651,10000,150,0.5,4.0,280,0.25,55.103727931206784
651,10000,150,0.5,4.0,460,0.3,55.08122467362371
651,10000,150,0.5,4.0,590,0.1,55.01214541148091
651,10000,150,0.5,4.0,290,0.25,54.86368193086322
601,10000,150,0.5,4.0,440,0.2,54.81225351768076
601,10000,150,0.5,4.0,400,0.3,54.77712071498605
651,10000,150,0.5,4.0,360,0.15,54.76063496353974
651,10000,150,0.5,4.0,340,0.15,54.714058688419556
601,10000,150,0.5,4.0,330,0.15,54.69327237646766
651,10000,150,0.5,4.0,350,0.3,54.68619294022781
601,10000,150,0.5,4.0,350,0.15,54.67851347613314
651,10000,150,0.5,4.0,420,0.2,54.66770819594956
601,10000,150,0.5,4.0,460,0.25,54.666755870755765
651,10000,150,0.5,4.0,570,0.15,54.62878087577933
601,10000,150,0.5,4.0,290,0.25,54.59325163272951
651,10000,150,0.5,4.0,430,0.15,54.59010562824584
651,10000,150,0.5,4.0,500,0.25,54.503593165903794
601,10000,150,0.5,4.0,360,0.15,54.47427274218392
501,10000,150,0.5,4.0,490,0.2,54.44696071901481
601,10000,150,0.5,4.0,350,0.3,54.44221223065945
601,10000,150,0.5,4.0,460,0.4,54.39628182426833
651,10000,150,0.5,4.0,420,0.25,54.37662612574598
601,10000,150,0.5,4.0,550,0.25,54.34661094596062
601,10000,150,0.5,4.0,490,0.35,54.18589792264221
601,10000,150,0.5,4.0,510,0.35,54.16609307450282
651,10000,150,0.5,4.0,420,0.15,54.1238261878586
651,10000,150,0.5,4.0,540,0.2,54.11807811658761
601,10000,150,0.5,4.0,420,0.4,54.05146423706765
651,10000,150,0.5,4.0,300,0.25,54.02852376610053
651,10000,150,0.5,4.0,580,0.15,53.97917113037619
601,10000,150,0.5,4.0,400,0.2,53.96791171969997
601,10000,150,0.5,4.0,400,0.35,53.9616275964361
601,10000,150,0.5,4.0,370,0.25,53.904752768797984
601,10000,150,0.5,4.0,290,0.2,53.838831486445144
651,10000,150,0.5,4.0,520,0.2,53.830195616510174
601,10000,150,0.5,4.0,280,0.15,53.75511457069495
501,10000,150,0.5,4.0,450,0.15,53.73933547759707
651,10000,150,0.5,4.0,420,0.3,53.72132288323289
651,10000,150,0.5,4.0,580,0.1,53.6943780507063
601,10000,150,0.5,4.0,380,0.35,53.690434538470754
651,10000,150,0.5,4.0,390,0.15,53.61680556141669
601,10000,150,0.5,4.0,350,0.2,53.616127782496356
651,10000,150,0.5,4.0,370,0.15,53.573210339635715
601,10000,150,0.5,4.0,450,0.1,53.563161735375026
651,10000,150,0.5,4.0,600,0.2,53.52129909288351
601,10000,150,0.5,4.0,280,0.2,53.505213554348785
601,10000,150,0.5,4.0,340,0.3,53.303681895851774
601,10000,150,0.5,4.0,470,0.1,53.25369745219267
601,10000,150,0.5,4.0,460,0.35,53.17900192580278
601,10000,150,0.5,4.0,280,0.25,53.175551083180764
651,10000,150,0.5,4.0,330,0.35,53.15644713073081
651,10000,150,0.5,4.0,270,0.1,53.13351466650548
601,10000,150,0.5,4.0,530,0.3,53.130214999608896
601,10000,150,0.5,4.0,370,0.15,53.11648357291535
651,10000,150,0.5,4.0,470,0.25,53.087982611802914
601,10000,150,0.5,4.0,500,0.35,53.07498131613199
501,10000,150,0.5,4.0,480,0.15,53.07315439600476
501,10000,150,0.5,4.0,480,0.1,53.056053423017424
601,10000,150,0.5,4.0,550,0.35,52.91860474499465
651,10000,150,0.5,4.0,520,0.1,52.88899585139097
501,10000,150,0.5,4.0,470,0.15,52.88526631751379
651,10000,150,0.5,4.0,570,0.2,52.85382906295372
651,10000,150,0.5,4.0,450,0.3,52.82464215414185
601,10000,150,0.5,4.0,520,0.35,52.70030106238255
501,10000,150,0.5,4.0,500,0.1,52.69571681394517
601,10000,150,0.5,4.0,270,0.15,52.694274366927154
601,10000,150,0.5,4.0,570,0.35,52.63674928448589
501,10000,150,0.5,4.0,480,0.2,52.62033245466611
601,10000,150,0.5,4.0,470,0.4,52.52381834298146
501,10000,150,0.5,4.0,470,0.1,52.343107185613576
651,10000,150,0.5,4.0,270,0.2,52.29211379373927
501,10000,150,0.5,4.0,440,0.2,52.29003321208953
651,10000,150,0.5,4.0,330,0.4,52.28085740046457
601,10000,150,0.5,4.0,330,0.35,52.28042184916225
601,10000,150,0.5,4.0,290,0.1,52.11322876456555
601,10000,150,0.5,4.0,370,0.3,51.97226093921963
651,10000,150,0.5,4.0,300,0.2,51.918932806633954
501,10000,150,0.5,4.0,350,0.15,51.88278804962748
651,10000,150,0.5,4.0,500,0.15,51.87839893822152
601,10000,150,0.5,4.0,470,0.35,51.87596334725703
501,10000,150,0.5,4.0,360,0.15,51.83355168225165
601,10000,150,0.5,4.0,310,0.1,51.80370713467481
601,10000,150,0.5,4.0,300,0.2,51.7809113694229
601,10000,150,0.5,4.0,300,0.1,51.74926174280701
601,10000,150,0.5,4.0,520,0.3,51.723335031861154
601,10000,150,0.5,4.0,560,0.35,51.683357978239684
501,10000,150,0.5,4.0,440,0.15,51.59607787581635
601,10000,150,0.5,4.0,320,0.25,51.57910400030716
651,10000,150,0.5,4.0,490,0.3,51.567897291639184
601,10000,150,0.5,4.0,510,0.25,51.51946496107658
651,10000,150,0.5,4.0,410,0.2,51.49839747687273
501,10000,150,0.5,4.0,470,0.2,51.46384231380036
601,10000,150,0.5,4.0,330,0.1,51.34819906141925
501,10000,150,0.5,4.0,510,0.2,51.28494888349505
651,10000,150,0.5,4.0,470,0.1,51.246036434156245
651,10000,150,0.5,4.0,430,0.2,51.216201696023965
601,10000,150,0.5,4.0,340,0.2,51.17528091920647
601,10000,150,0.5,4.0,510,0.3,51.0591646210731
601,10000,150,0.5,4.0,400,0.15,51.02564134427853
601,10000,150,0.5,4.0,370,0.1,50.879882108721496
651,10000,150,0.5,4.0,320,0.25,50.85699575565498
601,10000,150,0.5,4.0,410,0.1,50.82598503202971
601,10000,150,0.5,4.0,450,0.35,50.80765345620539
651,10000,150,0.5,4.0,510,0.1,50.79387888088843
601,10000,150,0.5,4.0,580,0.3,50.790328241059996
651,10000,150,0.5,4.0,300,0.3,50.63777432474333
651,10000,150,0.5,4.0,320,0.3,50.5997124545724
601,10000,150,0.5,4.0,410,0.4,50.573345907908774
651,10000,150,0.5,4.0,440,0.2,50.53257342897718
651,10000,150,0.5,4.0,310,0.2,50.40515833030875
651,10000,150,0.5,4.0,450,0.1,50.389275760876934
601,10000,150,0.5,4.0,260,0.3,50.330957336431126
601,10000,150,0.5,4.0,350,0.1,50.24465876957962
601,10000,150,0.5,4.0,440,0.25,50.18725598698337
601,10000,150,0.5,4.0,290,0.3,50.17638987475256
501,10000,150,0.5,4.0,460,0.1,50.14023515951313
651,10000,150,0.5,4.0,300,0.1,50.13629307803286
501,10000,150,0.5,4.0,500,0.15,49.985635411610296
501,10000,150,0.5,4.0,370,0.2,49.980386692499614
651,10000,150,0.5,4.0,580,0.2,49.92358997213126
601,10000,150,0.5,4.0,320,0.2,49.845683567608646
601,10000,150,0.5,4.0,310,0.2,49.7622005044062
501,10000,150,0.5,4.0,540,0.1,49.72526894884342
651,10000,150,0.5,4.0,600,0.15,49.582140108333974
601,10000,150,0.5,4.0,310,0.25,49.57814520094588
651,10000,150,0.5,4.0,340,0.3,49.56913479602049
651,10000,150,0.5,4.0,360,0.1,49.56601593241691
651,10000,150,0.5,4.0,250,0.25,49.521487209847045
651,10000,150,0.5,4.0,400,0.2,49.47966823398421
601,10000,150,0.5,4.0,440,0.35,49.47859778641049
601,10000,150,0.5,4.0,500,0.3,49.41795111602305
651,10000,150,0.5,4.0,490,0.25,49.281732900275756
501,10000,150,0.5,4.0,430,0.2,49.24581587217629
651,10000,150,0.5,4.0,290,0.1,49.23409349798878
601,10000,150,0.5,4.0,260,0.25,49.2080616899565
601,10000,150,0.5,4.0,370,0.35,49.196383763528814
501,10000,150,0.5,4.0,390,0.1,49.155378618359585
601,10000,150,0.5,4.0,260,0.15,49.01321331646685
651,10000,150,0.5,4.0,410,0.15,48.954570810018204
601,10000,150,0.5,4.0,260,0.2,48.95414782915818
651,10000,150,0.5,4.0,300,0.35,48.9343776403923
601,10000,150,0.5,4.0,380,0.3,48.89832926142824
651,10000,150,0.5,4.0,310,0.25,48.87114022538088
651,10000,150,0.5,4.0,310,0.3,48.83980552143821
501,10000,150,0.5,4.0,490,0.15,48.74767417872312
601,10000,150,0.5,4.0,380,0.15,48.71176662985062
601,10000,150,0.5,4.0,590,0.3,48.57062030365825
651,10000,150,0.5,4.0,370,0.1,48.543349525516916
501,10000,150,0.5,4.0,520,0.1,48.467817019503116
501,10000,150,0.5,4.0,350,0.2,48.42692952395357
501,10000,150,0.5,4.0,410,0.2,48.377421062595936
651,10000,150,0.5,4.0,270,0.35,48.35165847130526
501,10000,150,0.5,4.0,460,0.2,48.332954142997444
501,10000,150,0.5,4.0,510,0.15,48.31113691073938
651,10000,150,0.5,4.0,320,0.2,48.20979799531358
651,10000,150,0.5,4.0,270,0.15,48.206536093216556
601,10000,150,0.5,4.0,580,0.35,48.15173408720198
601,10000,150,0.5,4.0,590,0.35,48.12498692281655
601,10000,150,0.5,4.0,300,0.3,48.10892317296229
501,10000,150,0.5,4.0,390,0.2,48.077322924236476
501,10000,150,0.5,4.0,370,0.15,47.99278505442471
601,10000,150,0.5,4.0,600,0.35,47.90578534568213
651,10000,150,0.5,4.0,290,0.3,47.815393797567424
601,10000,150,0.5,4.0,300,0.35,47.78285659439341
651,10000,150,0.5,4.0,410,0.3,47.67874200039178
601,10000,150,0.5,4.0,250,0.25,47.57824970304481
501,10000,150,0.5,4.0,380,0.2,47.529055347228905
501,10000,150,0.5,4.0,480,0.25,47.48655866046492
601,10000,150,0.5,4.0,280,0.3,47.46959600622179
501,10000,150,0.5,4.0,420,0.2,47.42809160812349
601,10000,150,0.5,4.0,600,0.4,47.39980015427257
601,10000,150,0.5,4.0,330,0.4,47.373401176401785
601,10000,150,0.5,4.0,400,0.45,47.3571425511352
501,10000,150,0.5,4.0,420,0.15,47.35544056630609
651,10000,150,0.5,4.0,320,0.4,47.34153094371969
651,10000,150,0.5,4.0,540,0.25,47.33931792418737
601,10000,150,0.5,4.0,520,0.4,47.302654893315875
601,10000,150,0.5,4.0,390,0.5,47.27676111840182
601,10000,150,0.5,4.0,270,0.1,47.2103034262098
651,10000,150,0.5,4.0,320,0.35,47.19245585721387
601,10000,150,0.5,4.0,550,0.3,47.147537836091004
651,10000,150,0.5,4.0,560,0.25,47.123052041122705
501,10000,150,0.5,4.0,530,0.1,47.121247161524394
601,10000,150,0.5,4.0,320,0.3,47.11366715355288
601,10000,150,0.5,4.0,400,0.4,47.108714137908365
501,10000,150,0.5,4.0,430,0.15,47.00384771745776
601,10000,150,0.5,4.0,560,0.3,47.00207627564137
651,10000,150,0.5,4.0,590,0.2,46.99757265200985
501,10000,150,0.5,4.0,410,0.15,46.939687782088185
651,10000,150,0.5,4.0,350,0.35,46.91524572668459
601,10000,150,0.5,4.0,320,0.4,46.908722766146
501,10000,150,0.5,4.0,310,0.15,46.86636608300708
601,10000,150,0.5,4.0,390,0.25,46.796517341824554
501,10000,150,0.5,4.0,360,0.2,46.78092801689798
651,10000,150,0.5,4.0,490,0.15,46.75077559140689
501,10000,150,0.5,4.0,430,0.25,46.747333626856104
501,10000,150,0.5,4.0,340,0.15,46.70957573580886
651,10000,150,0.5,4.0,370,0.3,46.701026646267806
651,10000,150,0.5,4.0,320,0.1,46.698473867940734
601,10000,150,0.5,4.0,390,0.4,46.628404001630905
601,10000,150,0.5,4.0,420,0.1,46.59471224357421
501,10000,150,0.5,4.0,470,0.3,46.55519565089578
501,10000,150,0.5,4.0,440,0.1,46.542122107852485
601,10000,150,0.5,4.0,590,0.4,46.539798194987576
501,10000,150,0.5,4.0,520,0.15,46.49369183645645
651,10000,150,0.5,4.0,500,0.1,46.34334502880939
601,10000,150,0.5,4.0,450,0.4,46.32314043809212
601,10000,150,0.5,4.0,600,0.3,46.303119702276035
601,10000,150,0.5,4.0,440,0.1,46.25668455348145
601,10000,150,0.5,4.0,360,0.1,46.24584944926982
601,10000,150,0.5,4.0,320,0.1,46.24396206939741
501,10000,150,0.5,4.0,530,0.2,46.214031758949474
601,10000,150,0.5,4.0,260,0.35,46.152450819328834
601,10000,150,0.5,4.0,360,0.3,46.10736834006134
601,10000,150,0.5,4.0,350,0.4,46.095602781960764
601,10000,150,0.5,4.0,320,0.35,46.058746654160544
601,10000,150,0.5,4.0,350,0.35,46.036853814421136
651,10000,150,0.5,4.0,350,0.4,46.024039275356486
401,10000,150,0.5,4.0,420,0.2,45.99454721094911
501,10000,150,0.5,4.0,330,0.15,45.98189439224296
501,10000,150,0.5,4.0,480,0.35,45.92661131201794
401,10000,150,0.5,4.0,360,0.15,45.85085831992418
501,10000,150,0.5,4.0,300,0.25,45.83912451933214
601,10000,150,0.5,4.0,320,0.15,45.83343194747583
601,10000,150,0.5,4.0,380,0.25,45.820788824701154
401,10000,150,0.5,4.0,370,0.2,45.79406003365885
601,10000,150,0.5,4.0,400,0.1,45.7931351638194
651,10000,150,0.5,4.0,280,0.15,45.74881556429225
401,10000,150,0.5,4.0,360,0.2,45.70795235247999
651,10000,150,0.5,4.0,320,0.15,45.69073581361248
401,10000,150,0.5,4.0,410,0.2,45.68621140536556
601,10000,150,0.5,4.0,360,0.4,45.66329733910948
501,10000,150,0.5,4.0,300,0.15,45.621787206259306
601,10000,150,0.5,4.0,250,0.15,45.58656287409359
401,10000,150,0.5,4.0,350,0.15,45.586170179409436
651,10000,150,0.5,4.0,400,0.3,45.561233065937294
651,10000,150,0.5,4.0,560,0.1,45.53261497592758
651,10000,150,0.5,4.0,400,0.15,45.52902272385273
651,10000,150,0.5,4.0,440,0.1,45.4191398533462
501,10000,150,0.5,4.0,540,0.25,45.34194518449588
651,10000,150,0.5,4.0,410,0.1,45.31625666332032
651,10000,150,0.5,4.0,580,0.25,45.31448666519596
651,10000,150,0.5,4.0,330,0.25,45.1438927851699
601,10000,150,0.5,4.0,310,0.3,45.01719258030167
651,10000,150,0.5,4.0,360,0.4,44.98230380815089
601,10000,150,0.5,4.0,340,0.4,44.94524731729829
651,10000,150,0.5,4.0,370,0.35,44.929450497166115
401,10000,150,0.5,4.0,440,0.2,44.82591349147228
401,10000,150,0.5,4.0,390,0.2,44.79770985194699
401,10000,150,0.5,4.0,490,0.1,44.6590227118036
401,10000,150,0.5,4.0,460,0.15,44.614549389807756
651,10000,150,0.5,4.0,280,0.1,44.539232766061936
651,10000,150,0.5,4.0,260,0.25,44.45298561714681
651,10000,150,0.5,4.0,250,0.15,44.44424660922439
601,10000,150,0.5,4.0,270,0.45,44.38356782317143
601,10000,150,0.5,4.0,340,0.45,44.3817182194248
501,10000,150,0.5,4.0,350,0.3,44.25319424094974
401,10000,150,0.5,4.0,380,0.2,44.2494507080933
651,10000,150,0.5,4.0,380,0.15,44.13697232315757
601,10000,150,0.5,4.0,280,0.1,44.11716980476226
401,10000,150,0.5,4.0,350,0.2,44.03753584501651
601,10000,150,0.5,4.0,390,0.45,43.858026238471126
401,10000,150,0.5,4.0,470,0.15,43.83885963086069
601,10000,150,0.5,4.0,430,0.35,43.81697420208795
601,10000,150,0.5,4.0,300,0.9,43.74533119997913
601,10000,150,0.5,4.0,440,0.4,43.64890883329791
501,10000,150,0.5,4.0,380,0.15,43.62333566247958
601,10000,150,0.5,4.0,570,0.3,43.607068556401316
501,10000,150,0.5,4.0,460,0.3,43.561889681641176
651,10000,150,0.5,4.0,420,0.1,43.38689910536865
651,10000,150,0.5,4.0,380,0.25,43.31723086846936
601,10000,150,0.5,4.0,270,0.35,43.31675647437173
601,10000,150,0.5,4.0,450,0.5,43.31310072243181
601,10000,150,0.5,4.0,270,0.4,43.167230272242676
651,10000,150,0.5,4.0,310,0.35,43.06437192909323
401,10000,150,0.5,4.0,420,0.15,43.051772997939445
651,10000,150,0.5,4.0,280,0.3,43.03598315835781
651,10000,150,0.5,4.0,340,0.1,42.99293428524968
501,10000,150,0.5,4.0,500,0.25,42.984724929580665
501,10000,150,0.5,4.0,270,0.3,42.982984720618596
401,10000,150,0.5,4.0,430,0.2,42.96383534769592
601,10000,150,0.5,4.0,370,0.4,42.94821992481957
501,10000,150,0.5,4.0,370,0.25,42.89344754060471
601,10000,150,0.5,4.0,340,0.35,42.86975259834731
501,10000,150,0.5,4.0,450,0.25,42.832135857978265
501,10000,150,0.5,4.0,290,0.15,42.82024995009436
651,10000,150,0.5,4.0,400,0.1,42.815853464274326
501,10000,150,0.5,4.0,420,0.35,42.7758732877889
651,10000,150,0.5,4.0,330,0.2,42.76526719251682
601,10000,150,0.5,4.0,430,0.4,42.7564911238638
601,10000,150,0.5,4.0,350,0.25,42.74328012858987
501,10000,150,0.5,4.0,410,0.1,42.704948497946816
601,10000,150,0.5,4.0,300,0.95,42.6949033637327
601,10000,150,0.5,4.0,300,1.0,42.6949033637327
601,10000,150,0.5,4.0,300,1.05,42.6949033637327
501,10000,150,0.5,4.0,510,0.25,42.66065385113119
601,10000,150,0.5,4.0,330,0.25,42.609574085253236
401,10000,150,0.5,4.0,370,0.25,42.60548978985781
601,10000,150,0.5,4.0,430,0.1,42.577554778444814
501,10000,150,0.5,4.0,340,0.2,42.54862216806314
651,10000,150,0.5,4.0,360,0.25,42.53993931333763
601,10000,150,0.5,4.0,360,0.35,42.46846206523918
501,10000,150,0.5,4.0,400,0.15,42.39588522237087
501,10000,150,0.5,4.0,520,0.2,42.3865232083927
401,10000,150,0.5,4.0,310,0.15,42.276418167492736
