transition_day,position_size,static_params.ZSCORE_LOOKBACK,static_params.ENTRY_THRESHOLD,static_params.STOP_LOSS_THRESHOLD,adaptive_params.OU_LOOKBACK,adaptive_params.RISK_AVERSION,score
501,10000,150,0.5,4.0,550,0.35,25.69087647391085
401,10000,150,0.5,4.0,460,0.35,25.680412515739043
301,10000,150,0.5,4.0,480,0.1,25.6649116286315
301,10000,150,0.5,4.0,400,0.25,25.65025305949459
401,10000,150,0.5,4.0,490,0.3,25.6400758414741
301,10000,150,0.5,4.0,300,0.15,25.618908882610043
401,10000,150,0.5,4.0,450,0.3,25.574703875641124
601,10000,150,0.5,4.0,420,0.5,25.565428514557098
601,10000,150,0.5,4.0,490,0.45,25.561106544168922
601,10000,150,0.5,4.0,450,0.7,25.538890223118212
601,10000,150,0.5,4.0,450,0.75,25.538890223118212
601,10000,150,0.5,4.0,450,0.8,25.538890223118212
601,10000,150,0.5,4.0,450,0.85,25.51491100254428
401,10000,150,0.5,4.0,470,0.35,25.5066688917886
601,10000,150,0.5,4.0,330,1.45,25.49631686709589
601,10000,150,0.5,4.0,330,1.5,25.49631686709589
601,10000,150,0.5,4.0,330,1.2,25.49631686709589
601,10000,150,0.5,4.0,330,1.15,25.49631686709589
601,10000,150,0.5,4.0,330,1.4,25.49631686709589
601,10000,150,0.5,4.0,330,1.35,25.49631686709589
601,10000,150,0.5,4.0,330,1.3,25.49631686709589
601,10000,150,0.5,4.0,330,1.25,25.49631686709589
651,10000,150,0.5,4.0,450,0.45,25.48466335660022
501,10000,150,0.5,4.0,530,0.3,25.47248886564431
601,10000,150,0.5,4.0,310,1.5,25.46861518606409
601,10000,150,0.5,4.0,310,1.25,25.46861518606409
601,10000,150,0.5,4.0,310,1.45,25.46861518606409
601,10000,150,0.5,4.0,310,1.4,25.46861518606409
601,10000,150,0.5,4.0,310,1.35,25.46861518606409
601,10000,150,0.5,4.0,310,1.3,25.46861518606409
301,10000,150,0.5,4.0,460,0.1,25.444189836082806
601,10000,150,0.5,4.0,600,1.5,25.436486737493926
501,10000,150,0.5,4.0,260,0.15,25.418936411166527
601,10000,150,0.5,4.0,340,0.5,25.417204576196724
301,10000,150,0.5,4.0,420,0.3,25.413029820140874
601,10000,150,0.5,4.0,600,1.45,25.395216944208315
601,10000,150,0.5,4.0,600,1.35,25.395216944208315
601,10000,150,0.5,4.0,600,1.4,25.395216944208315
601,10000,150,0.5,4.0,390,0.9,25.39513097708115
601,10000,150,0.5,4.0,390,0.7,25.386029455877736
601,10000,150,0.5,4.0,280,0.5,25.377823860232745
601,10000,150,0.5,4.0,600,0.95,25.37288466484373
601,10000,150,0.5,4.0,510,1.1,25.35876546899388
601,10000,150,0.5,4.0,550,1.0,25.3563229922792
601,10000,150,0.5,4.0,570,0.7,25.355445139723006
401,10000,150,0.5,4.0,300,0.1,25.300269076942683
601,10000,150,0.5,4.0,470,0.6,25.261222428980105
601,10000,150,0.5,4.0,510,0.65,25.255628120375757
601,10000,150,0.5,4.0,330,0.5,25.251325829720727
601,10000,150,0.5,4.0,600,1.0,25.24702423880659
601,10000,150,0.5,4.0,550,1.05,25.230673102995258
601,10000,150,0.5,4.0,510,1.05,25.22129924212112
401,10000,150,0.5,4.0,510,0.35,25.182945625025003
601,10000,150,0.5,4.0,570,0.85,25.169629118336577
401,10000,150,0.5,4.0,480,0.3,25.16098349056187
601,10000,150,0.5,4.0,600,1.05,25.160405829783308
601,10000,150,0.5,4.0,380,1.45,25.1492995658453
601,10000,150,0.5,4.0,380,1.4,25.1492995658453
601,10000,150,0.5,4.0,380,1.35,25.1492995658453
601,10000,150,0.5,4.0,380,1.3,25.1492995658453
601,10000,150,0.5,4.0,380,1.5,25.1492995658453
301,10000,150,0.5,4.0,510,0.1,25.13928039419634
651,10000,150,0.5,4.0,550,0.35,25.11499233788474
651,10000,150,0.5,4.0,530,0.3,25.111488802107356
501,10000,150,0.5,4.0,300,0.4,25.077208727108207
301,10000,150,0.5,4.0,470,0.1,25.07583694272252
601,10000,150,0.5,4.0,560,1.25,25.07567109993407
601,10000,150,0.5,4.0,560,1.15,25.07567109993407
601,10000,150,0.5,4.0,560,1.2,25.07567109993407
601,10000,150,0.5,4.0,530,0.65,25.037951165588147
601,10000,150,0.5,4.0,530,0.6,25.037951165588147
601,10000,150,0.5,4.0,530,0.7,25.037951165588147
651,10000,150,0.5,4.0,310,0.5,25.032834539512056
651,10000,150,0.5,4.0,380,0.4,25.032652751835872
401,10000,150,0.5,4.0,270,0.4,24.992817002084266
301,10000,150,0.5,4.0,420,0.1,24.96541970301535
601,10000,150,0.5,4.0,400,1.2,24.963543040242953
601,10000,150,0.5,4.0,400,1.4,24.963543040242953
601,10000,150,0.5,4.0,400,1.35,24.963543040242953
601,10000,150,0.5,4.0,400,1.25,24.963543040242953
601,10000,150,0.5,4.0,400,1.1,24.963543040242953
601,10000,150,0.5,4.0,400,1.3,24.963543040242953
601,10000,150,0.5,4.0,400,1.15,24.963543040242953
601,10000,150,0.5,4.0,540,1.05,24.95227022456432
601,10000,150,0.5,4.0,540,1.0,24.95227022456432
601,10000,150,0.5,4.0,320,1.05,24.93329169348883
601,10000,150,0.5,4.0,320,1.0,24.93329169348883
601,10000,150,0.5,4.0,320,0.9,24.93329169348883
601,10000,150,0.5,4.0,320,0.95,24.93329169348883
601,10000,150,0.5,4.0,320,1.1,24.93329169348883
601,10000,150,0.5,4.0,320,1.15,24.93329169348883
601,10000,150,0.5,4.0,560,0.5,24.927539730485947
601,10000,150,0.5,4.0,390,0.95,24.925200183580817
601,10000,150,0.5,4.0,390,1.0,24.925200183580817
401,10000,150,0.5,4.0,440,0.4,24.924104168112674
301,10000,150,0.5,4.0,370,0.25,24.924079315387683
601,10000,150,0.5,4.0,290,0.45,24.91929438773038
601,10000,150,0.5,4.0,450,0.65,24.906834401740834
651,10000,150,0.5,4.0,290,0.4,24.906697599155923
601,10000,150,0.5,4.0,450,0.9,24.89669595295523
601,10000,150,0.5,4.0,570,0.8,24.896577047997525
601,10000,150,0.5,4.0,570,0.75,24.896577047997525
601,10000,150,0.5,4.0,370,1.35,24.869596201690335
601,10000,150,0.5,4.0,370,1.45,24.869596201690335
601,10000,150,0.5,4.0,370,1.5,24.869596201690335
601,10000,150,0.5,4.0,370,1.3,24.869596201690335
601,10000,150,0.5,4.0,370,1.4,24.869596201690335
601,10000,150,0.5,4.0,440,0.55,24.841984620268526
601,10000,150,0.5,4.0,580,1.0,24.836281317533416
601,10000,150,0.5,4.0,250,0.55,24.83366742245709
601,10000,150,0.5,4.0,380,0.6,24.803650568865017
401,10000,150,0.5,4.0,250,0.25,24.79740292300228
601,10000,150,0.5,4.0,560,1.0,24.77955044523703
301,10000,150,0.5,4.0,270,0.2,24.755631224595327
601,10000,150,0.5,4.0,340,1.25,24.749869498343703
601,10000,150,0.5,4.0,340,1.45,24.749869498343703
601,10000,150,0.5,4.0,340,1.3,24.749869498343703
601,10000,150,0.5,4.0,340,1.4,24.749869498343703
601,10000,150,0.5,4.0,340,1.35,24.749869498343703
601,10000,150,0.5,4.0,340,1.5,24.749869498343703
601,10000,150,0.5,4.0,590,0.45,24.725038785636457
601,10000,150,0.5,4.0,580,1.1,24.710570091855804
601,10000,150,0.5,4.0,580,1.05,24.710570091855804
601,10000,150,0.5,4.0,360,0.45,24.70814995871583
601,10000,150,0.5,4.0,470,0.55,24.698028036283834
651,10000,150,0.5,4.0,300,0.75,24.68351525642958
601,10000,150,0.5,4.0,540,0.85,24.66395837760751
601,10000,150,0.5,4.0,540,0.95,24.66395837760751
601,10000,150,0.5,4.0,540,0.9,24.66395837760751
601,10000,150,0.5,4.0,560,1.05,24.653944230869968
601,10000,150,0.5,4.0,560,1.1,24.653944230869968
301,10000,150,0.5,4.0,480,0.2,24.623981622992936
601,10000,150,0.5,4.0,360,1.35,24.589067532341698
601,10000,150,0.5,4.0,360,1.5,24.589067532341698
601,10000,150,0.5,4.0,360,1.4,24.589067532341698
601,10000,150,0.5,4.0,360,1.45,24.589067532341698
601,10000,150,0.5,4.0,440,0.9,24.577663166645365
651,10000,150,0.5,4.0,520,0.3,24.577052084067983
601,10000,150,0.5,4.0,500,0.65,24.545593726718835
601,10000,150,0.5,4.0,500,0.6,24.545593726718835
601,10000,150,0.5,4.0,580,0.95,24.54479686657449
401,10000,150,0.5,4.0,490,0.35,24.523274666455077
651,10000,150,0.5,4.0,250,0.35,24.521041562444687
601,10000,150,0.5,4.0,600,0.5,24.517366261119946
301,10000,150,0.5,4.0,510,0.2,24.473749725526407
301,10000,150,0.5,4.0,290,0.15,24.46782890502388
501,10000,150,0.5,4.0,540,0.4,24.43098706495123
601,10000,150,0.5,4.0,600,0.65,24.429422661167347
601,10000,150,0.5,4.0,580,0.65,24.390645100360864
601,10000,150,0.5,4.0,510,1.0,24.362892456186547
501,10000,150,0.5,4.0,350,0.45,24.336866571311006
601,10000,150,0.5,4.0,530,0.55,24.32403489717615
601,10000,150,0.5,4.0,350,0.6,24.308830402861464
401,10000,150,0.5,4.0,540,0.25,24.281561472086
601,10000,150,0.5,4.0,600,1.1,24.26378607723001
601,10000,150,0.5,4.0,600,1.2,24.26378607723001
601,10000,150,0.5,4.0,600,1.25,24.26378607723001
601,10000,150,0.5,4.0,600,1.3,24.26378607723001
601,10000,150,0.5,4.0,600,1.15,24.26378607723001
601,10000,150,0.5,4.0,450,0.6,24.26315718978331
601,10000,150,0.5,4.0,580,0.8,24.205923145803716
401,10000,150,0.5,4.0,550,0.15,24.197142911643205
601,10000,150,0.5,4.0,530,0.5,24.189372650427924
301,10000,150,0.5,4.0,390,0.1,24.161407535834698
501,10000,150,0.5,4.0,540,0.45,24.137835029518737
401,10000,150,0.5,4.0,530,0.15,24.127113328902098
601,10000,150,0.5,4.0,470,0.8,24.11699347557245
601,10000,150,0.5,4.0,510,0.9,24.074765895706744
601,10000,150,0.5,4.0,510,0.85,24.074765895706744
601,10000,150,0.5,4.0,510,0.95,24.074765895706744
301,10000,150,0.5,4.0,380,0.25,24.064183467629896
601,10000,150,0.5,4.0,310,1.05,24.054049918792305
601,10000,150,0.5,4.0,310,1.15,24.054049918792305
601,10000,150,0.5,4.0,310,1.0,24.054049918792305
601,10000,150,0.5,4.0,310,1.1,24.054049918792305
651,10000,150,0.5,4.0,300,0.65,24.047074782112375
601,10000,150,0.5,4.0,410,0.55,24.03453823074828
601,10000,150,0.5,4.0,480,0.85,24.032134214115434
401,10000,150,0.5,4.0,570,0.2,24.031351777262053
501,10000,150,0.5,4.0,390,0.4,24.030197777957795
601,10000,150,0.5,4.0,490,0.65,24.025674783418246
651,10000,150,0.5,4.0,300,0.7,24.024956463595693
601,10000,150,0.5,4.0,330,0.95,24.02492414021964
601,10000,150,0.5,4.0,330,1.1,24.02492414021964
601,10000,150,0.5,4.0,330,1.0,24.02492414021964
601,10000,150,0.5,4.0,330,1.05,24.02492414021964
301,10000,150,0.5,4.0,400,0.2,23.9911377992472
401,10000,150,0.5,4.0,270,0.35,23.965230651956436
601,10000,150,0.5,4.0,530,0.75,23.9443525149857
301,10000,150,0.5,4.0,270,0.3,23.943655775989342
501,10000,150,0.5,4.0,260,0.35,23.93878557387707
601,10000,150,0.5,4.0,580,0.7,23.932939030616286
601,10000,150,0.5,4.0,580,0.75,23.932939030616286
601,10000,150,0.5,4.0,580,0.6,23.91334692189727
501,10000,150,0.5,4.0,530,0.4,23.912561078993885
601,10000,150,0.5,4.0,440,0.8,23.88712329445684
601,10000,150,0.5,4.0,440,0.75,23.88712329445684
601,10000,150,0.5,4.0,440,0.85,23.88712329445684
601,10000,150,0.5,4.0,440,0.7,23.88712329445684
601,10000,150,0.5,4.0,500,0.7,23.88127848318794
401,10000,150,0.5,4.0,550,0.1,23.86254689006129
301,10000,150,0.5,4.0,300,0.2,23.860201707688752
301,10000,150,0.5,4.0,410,0.25,23.851891280077933
651,10000,150,0.5,4.0,600,0.35,23.850664163585936
601,10000,150,0.5,4.0,350,1.25,23.84843476157613
601,10000,150,0.5,4.0,350,1.3,23.84843476157613
601,10000,150,0.5,4.0,350,1.4,23.84843476157613
601,10000,150,0.5,4.0,350,1.35,23.84843476157613
601,10000,150,0.5,4.0,350,1.2,23.84843476157613
601,10000,150,0.5,4.0,350,1.45,23.84843476157613
601,10000,150,0.5,4.0,350,1.5,23.84843476157613
601,10000,150,0.5,4.0,470,0.65,23.845016994158662
601,10000,150,0.5,4.0,470,0.7,23.845016994158662
601,10000,150,0.5,4.0,470,0.75,23.845016994158662
501,10000,150,0.5,4.0,580,0.1,23.83385121597961
601,10000,150,0.5,4.0,490,0.75,23.82952651426451
601,10000,150,0.5,4.0,520,0.65,23.829427081379098
601,10000,150,0.5,4.0,520,0.7,23.82825117003394
601,10000,150,0.5,4.0,360,0.6,23.818525519877852
601,10000,150,0.5,4.0,510,0.8,23.801869205915697
601,10000,150,0.5,4.0,380,1.05,23.770818705755506
601,10000,150,0.5,4.0,380,1.1,23.770818705755506
601,10000,150,0.5,4.0,380,1.15,23.770818705755506
601,10000,150,0.5,4.0,380,1.2,23.770818705755506
601,10000,150,0.5,4.0,380,1.25,23.770818705755506
501,10000,150,0.5,4.0,560,0.35,23.759139057495968
601,10000,150,0.5,4.0,480,0.75,23.74930366278707
601,10000,150,0.5,4.0,480,0.8,23.74930366278707
601,10000,150,0.5,4.0,480,0.7,23.74930366278707
601,10000,150,0.5,4.0,360,0.5,23.741304178107757
301,10000,150,0.5,4.0,510,0.15,23.739753145738945
301,10000,150,0.5,4.0,420,0.4,23.7253569459088
601,10000,150,0.5,4.0,570,0.9,23.70606577349456
601,10000,150,0.5,4.0,570,0.95,23.70606577349456
601,10000,150,0.5,4.0,470,0.5,23.682142886855157
601,10000,150,0.5,4.0,440,0.65,23.681718936839786
301,10000,150,0.5,4.0,400,0.15,23.64723958678603
401,10000,150,0.5,4.0,390,0.4,23.631939492219352
301,10000,150,0.5,4.0,300,0.35,23.62132181899812
651,10000,150,0.5,4.0,280,0.35,23.62057574736069
301,10000,150,0.5,4.0,520,0.1,23.600731253223262
651,10000,150,0.5,4.0,310,0.9,23.558672213652212
601,10000,150,0.5,4.0,490,0.7,23.557526886653548
501,10000,150,0.5,4.0,260,0.2,23.535169568396498
401,10000,150,0.5,4.0,560,0.2,23.5200774293436
401,10000,150,0.5,4.0,350,0.45,23.518280180215793
601,10000,150,0.5,4.0,480,0.65,23.47736476861231
601,10000,150,0.5,4.0,370,1.0,23.462184642687294
601,10000,150,0.5,4.0,370,1.05,23.462184642687294
601,10000,150,0.5,4.0,370,1.15,23.462184642687294
601,10000,150,0.5,4.0,370,1.1,23.462184642687294
601,10000,150,0.5,4.0,370,1.25,23.462184642687294
601,10000,150,0.5,4.0,370,1.2,23.462184642687294
651,10000,150,0.5,4.0,320,0.55,23.455131380896354
401,10000,150,0.5,4.0,530,0.25,23.448898622047608
301,10000,150,0.5,4.0,380,0.35,23.41638420046604
601,10000,150,0.5,4.0,500,0.75,23.41317072003666
601,10000,150,0.5,4.0,430,0.85,23.404847390211838
601,10000,150,0.5,4.0,430,0.9,23.404847390211838
601,10000,150,0.5,4.0,430,0.8,23.404847390211838
601,10000,150,0.5,4.0,430,0.75,23.404847390211838
601,10000,150,0.5,4.0,430,0.7,23.404847390211838
601,10000,150,0.5,4.0,430,0.65,23.404847390211838
501,10000,150,0.5,4.0,570,0.35,23.394544746932784
301,10000,150,0.5,4.0,360,0.2,23.37095720101516
601,10000,150,0.5,4.0,580,0.85,23.342646545850943
601,10000,150,0.5,4.0,580,0.9,23.342646545850943
301,10000,150,0.5,4.0,360,0.15,23.333087324087522
601,10000,150,0.5,4.0,600,0.45,23.326015927740784
301,10000,150,0.5,4.0,500,0.1,23.31389446516483
601,10000,150,0.5,4.0,480,0.5,23.3123956709983
651,10000,150,0.5,4.0,310,0.95,23.30951392545455
501,10000,150,0.5,4.0,250,0.25,23.308479024529554
601,10000,150,0.5,4.0,340,0.9,23.30621455937305
601,10000,150,0.5,4.0,340,0.95,23.30621455937305
601,10000,150,0.5,4.0,340,1.0,23.30621455937305
601,10000,150,0.5,4.0,340,1.05,23.30621455937305
601,10000,150,0.5,4.0,340,1.1,23.30621455937305
601,10000,150,0.5,4.0,340,1.2,23.30621455937305
601,10000,150,0.5,4.0,340,1.15,23.30621455937305
301,10000,150,0.5,4.0,500,0.15,23.25923852899855
301,10000,150,0.5,4.0,300,0.25,23.258292621430442
301,10000,150,0.5,4.0,400,0.3,23.224931376935388
601,10000,150,0.5,4.0,600,0.6,23.212154804785047
301,10000,150,0.5,4.0,330,0.15,23.19397183766057
601,10000,150,0.5,4.0,540,0.55,23.186784398199194
601,10000,150,0.5,4.0,310,0.45,23.170045684877945
601,10000,150,0.5,4.0,360,0.95,23.165513472419843
601,10000,150,0.5,4.0,360,1.15,23.165513472419843
601,10000,150,0.5,4.0,360,1.0,23.165513472419843
601,10000,150,0.5,4.0,360,1.05,23.165513472419843
601,10000,150,0.5,4.0,360,1.1,23.165513472419843
301,10000,150,0.5,4.0,450,0.25,23.12388652021988
601,10000,150,0.5,4.0,250,1.4,23.064149800299383
501,10000,150,0.5,4.0,260,0.4,23.064085592389635
601,10000,150,0.5,4.0,390,0.65,23.02035972520477
401,10000,150,0.5,4.0,360,0.45,22.989585668416787
301,10000,150,0.5,4.0,350,0.15,22.977831208923746
301,10000,150,0.5,4.0,350,0.3,22.960135337970403
301,10000,150,0.5,4.0,270,0.25,22.929212883689786
601,10000,150,0.5,4.0,420,0.65,22.926152727996087
601,10000,150,0.5,4.0,420,0.75,22.926152727996087
601,10000,150,0.5,4.0,420,0.85,22.926152727996087
601,10000,150,0.5,4.0,420,0.95,22.926152727996087
601,10000,150,0.5,4.0,420,0.8,22.926152727996087
601,10000,150,0.5,4.0,420,0.9,22.926152727996087
601,10000,150,0.5,4.0,420,0.7,22.926152727996087
301,10000,150,0.5,4.0,520,0.15,22.897562020916954
401,10000,150,0.5,4.0,250,0.35,22.897400330394227
301,10000,150,0.5,4.0,490,0.15,22.881508988404573
301,10000,150,0.5,4.0,470,0.3,22.87534548547732
301,10000,150,0.5,4.0,540,0.1,22.856751182184656
651,10000,150,0.5,4.0,290,0.55,22.849727392087516
501,10000,150,0.5,4.0,360,0.45,22.836157914847856
501,10000,150,0.5,4.0,600,0.3,22.82448917121118
651,10000,150,0.5,4.0,330,0.6,22.82233387185538
651,10000,150,0.5,4.0,300,0.5,22.818398392181507
301,10000,150,0.5,4.0,410,0.1,22.794963672985606
601,10000,150,0.5,4.0,600,0.9,22.785788003013593
401,10000,150,0.5,4.0,540,0.15,22.78135145565024
601,10000,150,0.5,4.0,600,0.8,22.773871347652978
601,10000,150,0.5,4.0,600,0.85,22.773871347652978
301,10000,150,0.5,4.0,350,0.2,22.761825786335333
601,10000,150,0.5,4.0,520,0.75,22.73832998320528
601,10000,150,0.5,4.0,520,0.8,22.73832998320528
601,10000,150,0.5,4.0,410,1.0,22.733632833221694
601,10000,150,0.5,4.0,410,0.7,22.733632833221694
601,10000,150,0.5,4.0,410,0.75,22.733632833221694
601,10000,150,0.5,4.0,410,0.8,22.733632833221694
601,10000,150,0.5,4.0,410,0.95,22.733632833221694
601,10000,150,0.5,4.0,410,0.85,22.733632833221694
601,10000,150,0.5,4.0,410,0.9,22.733632833221694
301,10000,150,0.5,4.0,280,0.25,22.70183295470565
601,10000,150,0.5,4.0,550,0.6,22.70002688453334
501,10000,150,0.5,4.0,380,0.4,22.69412487824739
401,10000,150,0.5,4.0,510,0.3,22.692475178634616
601,10000,150,0.5,4.0,260,1.45,22.68073226066239
601,10000,150,0.5,4.0,260,1.5,22.68073226066239
601,10000,150,0.5,4.0,260,1.3,22.68073226066239
601,10000,150,0.5,4.0,260,1.35,22.68073226066239
601,10000,150,0.5,4.0,260,1.4,22.68073226066239
601,10000,150,0.5,4.0,260,1.25,22.68073226066239
501,10000,150,0.5,4.0,550,0.3,22.676171007447476
301,10000,150,0.5,4.0,460,0.25,22.63154976923375
401,10000,150,0.5,4.0,260,0.2,22.613723017024128
401,10000,150,0.5,4.0,380,0.4,22.61008691084172
601,10000,150,0.5,4.0,550,0.5,22.591972820906243
301,10000,150,0.5,4.0,480,0.25,22.581620320015308
501,10000,150,0.5,4.0,510,0.45,22.54042801720579
601,10000,150,0.5,4.0,430,0.6,22.488114263595715
301,10000,150,0.5,4.0,410,0.35,22.457691241628936
301,10000,150,0.5,4.0,300,0.3,22.42987945885794
301,10000,150,0.5,4.0,530,0.1,22.40643570451677
651,10000,150,0.5,4.0,440,0.45,22.375901575142624
601,10000,150,0.5,4.0,350,1.0,22.363987074611344
601,10000,150,0.5,4.0,350,1.15,22.363987074611344
601,10000,150,0.5,4.0,350,1.1,22.363987074611344
601,10000,150,0.5,4.0,350,1.05,22.363987074611344
601,10000,150,0.5,4.0,350,0.95,22.363987074611344
401,10000,150,0.5,4.0,410,0.4,22.349217801483732
601,10000,150,0.5,4.0,370,0.5,22.348177349765074
501,10000,150,0.5,4.0,350,0.5,22.34521976464803
601,10000,150,0.5,4.0,250,1.35,22.323553887005982
301,10000,150,0.5,4.0,320,0.2,22.301389347240708
601,10000,150,0.5,4.0,540,0.6,22.29362327140426
601,10000,150,0.5,4.0,600,0.75,22.28675199601234
651,10000,150,0.5,4.0,560,0.35,22.2217803389524
301,10000,150,0.5,4.0,290,0.25,22.194737935349337
601,10000,150,0.5,4.0,550,0.95,22.168016258356232
601,10000,150,0.5,4.0,560,0.6,22.125685711415752
601,10000,150,0.5,4.0,390,0.6,22.114090466823704
601,10000,150,0.5,4.0,250,1.3,22.096246342317922
651,10000,150,0.5,4.0,250,0.4,22.082403724754986
601,10000,150,0.5,4.0,550,0.65,22.069289233881012
301,10000,150,0.5,4.0,280,0.3,22.04696310218116
301,10000,150,0.5,4.0,460,0.3,22.035278815299183
501,10000,150,0.5,4.0,280,0.35,22.034539839303303
401,10000,150,0.5,4.0,520,0.3,22.031324817982856
301,10000,150,0.5,4.0,480,0.35,22.007717523510298
601,10000,150,0.5,4.0,560,0.95,21.995068528807803
501,10000,150,0.5,4.0,410,0.4,21.98413757092538
601,10000,150,0.5,4.0,320,0.75,21.967570074888904
601,10000,150,0.5,4.0,320,0.85,21.967570074888904
601,10000,150,0.5,4.0,320,0.8,21.967570074888904
501,10000,150,0.5,4.0,580,0.3,21.941029846058168
651,10000,150,0.5,4.0,310,0.6,21.912061449050437
401,10000,150,0.5,4.0,570,0.1,21.91132842758688
301,10000,150,0.5,4.0,310,0.2,21.895854294949018
601,10000,150,0.5,4.0,550,0.85,21.881428450447128
601,10000,150,0.5,4.0,550,0.8,21.881428450447128
601,10000,150,0.5,4.0,550,0.9,21.881428450447128
601,10000,150,0.5,4.0,540,0.5,21.876037563550348
401,10000,150,0.5,4.0,450,0.35,21.857972561256314
651,10000,150,0.5,4.0,250,0.3,21.8482662731451
601,10000,150,0.5,4.0,400,1.05,21.84733733357088
601,10000,150,0.5,4.0,400,1.0,21.84733733357088
601,10000,150,0.5,4.0,400,0.9,21.84733733357088
601,10000,150,0.5,4.0,400,0.95,21.84733733357088
601,10000,150,0.5,4.0,400,0.85,21.84733733357088
601,10000,150,0.5,4.0,400,0.75,21.84733733357088
601,10000,150,0.5,4.0,400,0.8,21.84733733357088
601,10000,150,0.5,4.0,400,0.7,21.84733733357088
301,10000,150,0.5,4.0,440,0.1,21.820112484149522
401,10000,150,0.5,4.0,300,0.4,21.794753068614217
651,10000,150,0.5,4.0,560,0.3,21.765930446362795
601,10000,150,0.5,4.0,560,0.9,21.7081010335674
601,10000,150,0.5,4.0,560,0.8,21.7081010335674
601,10000,150,0.5,4.0,560,0.85,21.7081010335674
301,10000,150,0.5,4.0,290,0.3,21.69879178744322
401,10000,150,0.5,4.0,540,0.2,21.67206171727515
601,10000,150,0.5,4.0,540,0.65,21.66329765456917
601,10000,150,0.5,4.0,540,0.7,21.66329765456917
601,10000,150,0.5,4.0,540,0.75,21.66329765456917
301,10000,150,0.5,4.0,500,0.25,21.62905964954671
601,10000,150,0.5,4.0,550,0.7,21.609067521444935
601,10000,150,0.5,4.0,550,0.75,21.609067521444935
601,10000,150,0.5,4.0,600,0.7,21.596949305388698
301,10000,150,0.5,4.0,470,0.25,21.565879402552007
501,10000,150,0.5,4.0,600,0.35,21.564162052353115
401,10000,150,0.5,4.0,450,0.4,21.547329719479126
601,10000,150,0.5,4.0,560,0.55,21.450352770533968
651,10000,150,0.5,4.0,310,0.85,21.384496364376723
651,10000,150,0.5,4.0,310,0.8,21.384496364376723
651,10000,150,0.5,4.0,320,0.5,21.351071245327155
651,10000,150,0.5,4.0,590,0.3,21.329298741722972
301,10000,150,0.5,4.0,340,0.15,21.32167733581356
301,10000,150,0.5,4.0,300,0.1,21.294272673234317
401,10000,150,0.5,4.0,280,0.35,21.20599578425959
301,10000,150,0.5,4.0,370,0.15,21.20430789079942
601,10000,150,0.5,4.0,540,0.8,21.203468206254954
301,10000,150,0.5,4.0,430,0.3,21.168191125207816
651,10000,150,0.5,4.0,430,1.5,21.162770085757217
651,10000,150,0.5,4.0,260,0.45,21.141017500260944
301,10000,150,0.5,4.0,330,0.3,21.089943354609805
401,10000,150,0.5,4.0,560,0.25,21.08439100578158
601,10000,150,0.5,4.0,510,0.7,21.076471306027727
301,10000,150,0.5,4.0,380,0.15,21.061617213515646
601,10000,150,0.5,4.0,570,0.55,21.058070323445943
601,10000,150,0.5,4.0,330,0.65,21.051561431582783
601,10000,150,0.5,4.0,330,0.7,21.051561431582783
601,10000,150,0.5,4.0,330,0.75,21.051561431582783
601,10000,150,0.5,4.0,330,0.8,21.051561431582783
601,10000,150,0.5,4.0,330,0.85,21.051561431582783
601,10000,150,0.5,4.0,330,0.9,21.051561431582783
601,10000,150,0.5,4.0,580,0.5,20.973898521423322
601,10000,150,0.5,4.0,360,0.55,20.95674782795648
401,10000,150,0.5,4.0,310,0.4,20.943748190600285
301,10000,150,0.5,4.0,390,0.35,20.94194144121729
651,10000,150,0.5,4.0,330,0.55,20.93152143792687
651,10000,150,0.5,4.0,570,0.35,20.931393966711017
401,10000,150,0.5,4.0,270,0.45,20.924129269628814
501,10000,150,0.5,4.0,580,0.35,20.920344779075425
401,10000,150,0.5,4.0,570,0.15,20.896637150351822
301,10000,150,0.5,4.0,290,0.2,20.891838427120575
651,10000,150,0.5,4.0,290,0.7,20.88200672315353
651,10000,150,0.5,4.0,290,0.75,20.88200672315353
651,10000,150,0.5,4.0,550,0.3,20.832762681033667
301,10000,150,0.5,4.0,400,0.35,20.825545562573073
401,10000,150,0.5,4.0,250,0.15,20.806477839332956
651,10000,150,0.5,4.0,450,0.5,20.806164787931895
601,10000,150,0.5,4.0,380,1.0,20.804824910028238
601,10000,150,0.5,4.0,380,0.95,20.804824910028238
601,10000,150,0.5,4.0,380,0.9,20.804824910028238
601,10000,150,0.5,4.0,380,0.85,20.804824910028238
601,10000,150,0.5,4.0,380,0.8,20.804824910028238
601,10000,150,0.5,4.0,380,0.75,20.804824910028238
601,10000,150,0.5,4.0,380,0.7,20.804824910028238
601,10000,150,0.5,4.0,560,0.65,20.798893080056764
651,10000,150,0.5,4.0,500,0.4,20.75496167056372
651,10000,150,0.5,4.0,490,0.4,20.75496167056372
601,10000,150,0.5,4.0,410,0.65,20.753789570851175
401,10000,150,0.5,4.0,260,0.4,20.724366903405567
301,10000,150,0.5,4.0,530,0.2,20.709998547609988
651,10000,150,0.5,4.0,430,1.35,20.707275417565313
401,10000,150,0.5,4.0,260,0.15,20.703631046538298
651,10000,150,0.5,4.0,280,0.75,20.692919626434616
651,10000,150,0.5,4.0,280,0.7,20.692919626434616
601,10000,150,0.5,4.0,510,0.75,20.616633905540844
651,10000,150,0.5,4.0,510,0.35,20.60303734583946
