HEDGE_ESTIMATOR,ADAPTIVE_START_DAY,POSITION_SIZE,OPTIMIZATION_TARGET,STATIC_PARAMS.HEDGE_ESTIMATOR,STATIC_PARAMS.ZSCORE_LOOKBACK,STATIC_PARAMS.ENTRY_THRESHOLD,STATIC_PARAMS.STOP_LOSS_THRESHOLD,STATIC_PARAMS.POSITION_SIZE,STATIC_PARAMS.ADAPTIVE_START_DAY,ADAPTIVE_PARAMS.HEDGE_ESTIMATOR,ADAPTIVE_PARAMS.ZSCORE_LOOKBACK,ADAPTIVE_PARAMS.ENTRY_THRESHOLD,ADAPTIVE_PARAMS.STOP_LOSS_THRESHOLD,ADAPTIVE_PARAMS.POSITION_SIZE,ADAPTIVE_PARAMS.ADAPTIVE_START_DAY,score
ols,501,10000,STATIC,ols,110,1.5,1.5,10000,501,ols,110,1.5,1.5,10000,501,2.7079189049669736
bayesian,501,10000,STATIC,bayesian,50,2.25,4.0,10000,501,bayesian,50,2.25,4.0,10000,501,2.6381252333811425
ridge,501,10000,STATIC,ridge,50,0.5,3.0,10000,501,ridge,50,0.5,3.0,10000,501,2.570928429687406
bayesian,501,10000,STATIC,bayesian,130,1.25,1.5,10000,501,bayesian,130,1.25,1.5,10000,501,2.5674726855913015
lasso,501,10000,STATIC,lasso,150,1.0,1.5,10000,501,lasso,150,1.0,1.5,10000,501,2.5657808602855
ols,501,10000,STATIC,ols,50,0.5,3.0,10000,501,ols,50,0.5,3.0,10000,501,2.5624281797750044
bayesian,501,10000,STATIC,bayesian,130,0.75,1.5,10000,501,bayesian,130,0.75,1.5,10000,501,2.5349147867692636
ridge,501,10000,STATIC,ridge,130,1.25,1.5,10000,501,ridge,130,1.25,1.5,10000,501,2.4902592121679774
lasso,501,10000,STATIC,lasso,60,0.5,3.0,10000,501,lasso,60,0.5,3.0,10000,501,2.483982147068282
ridge,501,10000,STATIC,ridge,60,1.5,3.0,10000,501,ridge,60,1.5,3.0,10000,501,2.468847503195498
ols,501,10000,STATIC,ols,60,1.5,3.0,10000,501,ols,60,1.5,3.0,10000,501,2.463876803457495
bayesian,501,10000,STATIC,bayesian,70,2.25,2.0,10000,501,bayesian,70,2.25,2.0,10000,501,2.4334363821826344
bayesian,501,10000,STATIC,bayesian,50,2.25,3.5,10000,501,bayesian,50,2.25,3.5,10000,501,2.4241020225253536
bayesian,501,10000,STATIC,bayesian,90,2.25,2.5,10000,501,bayesian,90,2.25,2.5,10000,501,2.4095196083317134
lasso,501,10000,STATIC,lasso,70,2.25,2.5,10000,501,lasso,70,2.25,2.5,10000,501,2.3720198209302836
lasso,501,10000,STATIC,lasso,50,1.75,3.5,10000,501,lasso,50,1.75,3.5,10000,501,2.324813987784907
bayesian,501,10000,STATIC,bayesian,80,0.75,1.5,10000,501,bayesian,80,0.75,1.5,10000,501,2.2609019860409703
bayesian,501,10000,STATIC,bayesian,70,0.5,2.0,10000,501,bayesian,70,0.5,2.0,10000,501,2.2084192987476214
lasso,501,10000,STATIC,lasso,60,1.0,4.0,10000,501,lasso,60,1.0,4.0,10000,501,2.2019418045091257
ridge,501,10000,STATIC,ridge,50,0.5,4.0,10000,501,ridge,50,0.5,4.0,10000,501,2.177095617084376
ols,501,10000,STATIC,ols,50,0.5,4.0,10000,501,ols,50,0.5,4.0,10000,501,2.1680053416210896
ols,501,10000,STATIC,ols,130,0.75,1.5,10000,501,ols,130,0.75,1.5,10000,501,2.1649158417759864
lasso,501,10000,STATIC,lasso,150,2.5,2.5,10000,501,lasso,150,2.5,2.5,10000,501,2.115963752570334
lasso,501,10000,STATIC,lasso,100,2.5,2.5,10000,501,lasso,100,2.5,2.5,10000,501,2.0777263597216358
bayesian,501,10000,STATIC,bayesian,70,2.5,2.5,10000,501,bayesian,70,2.5,2.5,10000,501,2.05026997864492
bayesian,501,10000,STATIC,bayesian,50,1.75,4.0,10000,501,bayesian,50,1.75,4.0,10000,501,1.9154420659933038
ridge,501,10000,STATIC,ridge,50,0.75,3.0,10000,501,ridge,50,0.75,3.0,10000,501,1.877713713925175
ols,501,10000,STATIC,ols,50,0.75,3.0,10000,501,ols,50,0.75,3.0,10000,501,1.865746365880014
ridge,501,10000,STATIC,ridge,120,1.5,1.5,10000,501,ridge,120,1.5,1.5,10000,501,1.8114623860711987
ols,501,10000,STATIC,ols,120,1.5,1.5,10000,501,ols,120,1.5,1.5,10000,501,1.8046194846580619
ols,501,10000,STATIC,ols,120,2.5,2.0,10000,501,ols,120,2.5,2.0,10000,501,1.7921632471280233
ridge,501,10000,STATIC,ridge,120,2.5,2.0,10000,501,ridge,120,2.5,2.0,10000,501,1.791701634228538
ridge,501,10000,STATIC,ridge,130,0.75,1.5,10000,501,ridge,130,0.75,1.5,10000,501,1.787000811120265
bayesian,501,10000,STATIC,bayesian,120,2.5,2.0,10000,501,bayesian,120,2.5,2.0,10000,501,1.7653756785425667
bayesian,501,10000,STATIC,bayesian,40,2.0,2.5,10000,501,bayesian,40,2.0,2.5,10000,501,1.6876002811761488
ridge,501,10000,STATIC,ridge,50,0.75,4.0,10000,501,ridge,50,0.75,4.0,10000,501,1.5497676567854555
ols,501,10000,STATIC,ols,50,0.75,4.0,10000,501,ols,50,0.75,4.0,10000,501,1.5373077385942224
lasso,501,10000,STATIC,lasso,60,1.0,3.5,10000,501,lasso,60,1.0,3.5,10000,501,1.5343582536020293
bayesian,501,10000,STATIC,bayesian,60,0.25,2.0,10000,501,bayesian,60,0.25,2.0,10000,501,1.504438956057264
bayesian,501,10000,STATIC,bayesian,50,1.75,3.5,10000,501,bayesian,50,1.75,3.5,10000,501,1.4665769143546328
lasso,501,10000,STATIC,lasso,50,2.25,4.0,10000,501,lasso,50,2.25,4.0,10000,501,1.354728074656716
ridge,501,10000,STATIC,ridge,60,0.25,2.5,10000,501,ridge,60,0.25,2.5,10000,501,1.3423155289776716
ols,501,10000,STATIC,ols,60,0.25,2.5,10000,501,ols,60,0.25,2.5,10000,501,1.3348969292343966
ols,501,10000,STATIC,ols,130,0.5,1.5,10000,501,ols,130,0.5,1.5,10000,501,1.3136242661223108
lasso,501,10000,STATIC,lasso,100,2.0,2.0,10000,501,lasso,100,2.0,2.0,10000,501,1.2746730001429647
bayesian,501,10000,STATIC,bayesian,50,0.75,3.0,10000,501,bayesian,50,0.75,3.0,10000,501,1.2630644384241094
ridge,501,10000,STATIC,ridge,60,1.0,3.0,10000,501,ridge,60,1.0,3.0,10000,501,1.2294847195132945
ols,501,10000,STATIC,ols,60,1.0,3.0,10000,501,ols,60,1.0,3.0,10000,501,1.2228583969261635
lasso,501,10000,STATIC,lasso,50,2.25,3.5,10000,501,lasso,50,2.25,3.5,10000,501,1.085700876654279
lasso,501,10000,STATIC,lasso,80,2.25,2.0,10000,501,lasso,80,2.25,2.0,10000,501,1.032233592915837
bayesian,501,10000,STATIC,bayesian,60,1.0,3.0,10000,501,bayesian,60,1.0,3.0,10000,501,0.9917246548635248
ridge,501,10000,STATIC,ridge,50,0.5,3.5,10000,501,ridge,50,0.5,3.5,10000,501,0.9771336899718079
ols,501,10000,STATIC,ols,50,0.5,3.5,10000,501,ols,50,0.5,3.5,10000,501,0.9680428775220093
lasso,501,10000,STATIC,lasso,100,1.75,2.0,10000,501,lasso,100,1.75,2.0,10000,501,0.9387282424510879
ridge,501,10000,STATIC,ridge,130,0.5,1.5,10000,501,ridge,130,0.5,1.5,10000,501,0.9328964078835469
bayesian,501,10000,STATIC,bayesian,50,0.75,4.0,10000,501,bayesian,50,0.75,4.0,10000,501,0.928357143653578
lasso,501,10000,STATIC,lasso,80,2.5,2.5,10000,501,lasso,80,2.5,2.5,10000,501,0.7042979966597791
ridge,501,10000,STATIC,ridge,50,1.75,3.0,10000,501,ridge,50,1.75,3.0,10000,501,0.5914111923673602
ols,501,10000,STATIC,ols,50,1.75,3.0,10000,501,ols,50,1.75,3.0,10000,501,0.587410337890276
lasso,501,10000,STATIC,lasso,60,0.25,2.0,10000,501,lasso,60,0.25,2.0,10000,501,0.5143982412918504
bayesian,501,10000,STATIC,bayesian,50,0.75,3.5,10000,501,bayesian,50,0.75,3.5,10000,501,0.4903178320860917
bayesian,501,10000,STATIC,bayesian,100,1.5,1.5,10000,501,bayesian,100,1.5,1.5,10000,501,0.34982427179224374
ridge,501,10000,STATIC,ridge,50,0.75,3.5,10000,501,ridge,50,0.75,3.5,10000,501,0.31681823037313706
ols,501,10000,STATIC,ols,50,0.75,3.5,10000,501,ols,50,0.75,3.5,10000,501,0.30435872373166006
bayesian,501,10000,STATIC,bayesian,100,2.5,2.0,10000,501,bayesian,100,2.5,2.0,10000,501,0.27251334573538877
bayesian,501,10000,STATIC,bayesian,140,0.75,1.5,10000,501,bayesian,140,0.75,1.5,10000,501,0.2689976943595127
bayesian,501,10000,STATIC,bayesian,50,0.5,3.0,10000,501,bayesian,50,0.5,3.0,10000,501,0.2610180549043548
bayesian,501,10000,STATIC,bayesian,50,2.5,3.0,10000,501,bayesian,50,2.5,3.0,10000,501,0.23191614213575917
ridge,501,10000,STATIC,ridge,50,2.5,3.0,10000,501,ridge,50,2.5,3.0,10000,501,0.2162104775610061
ols,501,10000,STATIC,ols,50,2.5,3.0,10000,501,ols,50,2.5,3.0,10000,501,0.2105769106662656
ols,501,10000,STATIC,ols,100,2.5,2.0,10000,501,ols,100,2.5,2.0,10000,501,0.16798420664506608
bayesian,501,10000,STATIC,bayesian,60,0.25,2.5,10000,501,bayesian,60,0.25,2.5,10000,501,0.13849556440976585
ridge,501,10000,STATIC,ridge,100,2.5,2.0,10000,501,ridge,100,2.5,2.0,10000,501,0.13432564046549622
ols,501,10000,STATIC,ols,60,2.5,2.0,10000,501,ols,60,2.5,2.0,10000,501,0.1332695382580713
ridge,501,10000,STATIC,ridge,60,2.5,2.0,10000,501,ridge,60,2.5,2.0,10000,501,0.13240979524756646
bayesian,501,10000,STATIC,bayesian,60,2.5,2.0,10000,501,bayesian,60,2.5,2.0,10000,501,0.09099791789947176
ridge,501,10000,STATIC,ridge,150,1.0,1.5,10000,501,ridge,150,1.0,1.5,10000,501,0.01263903777073594
ols,501,10000,STATIC,ols,150,1.0,1.5,10000,501,ols,150,1.0,1.5,10000,501,-0.0161198906652551
bayesian,501,10000,STATIC,bayesian,150,1.25,1.5,10000,501,bayesian,150,1.25,1.5,10000,501,-0.02004956491143517
lasso,501,10000,STATIC,lasso,70,2.25,2.0,10000,501,lasso,70,2.25,2.0,10000,501,-0.06926448633206306
lasso,501,10000,STATIC,lasso,60,0.75,2.0,10000,501,lasso,60,0.75,2.0,10000,501,-0.1095456399193111
bayesian,501,10000,STATIC,bayesian,50,0.5,4.0,10000,501,bayesian,50,0.5,4.0,10000,501,-0.14200267321238869
bayesian,501,10000,STATIC,bayesian,60,0.75,2.0,10000,501,bayesian,60,0.75,2.0,10000,501,-0.16372925853514886
ridge,501,10000,STATIC,ridge,50,1.75,4.0,10000,501,ridge,50,1.75,4.0,10000,501,-0.196993785384187
ols,501,10000,STATIC,ols,50,1.75,4.0,10000,501,ols,50,1.75,4.0,10000,501,-0.20097812616067756
bayesian,501,10000,STATIC,bayesian,150,1.0,1.5,10000,501,bayesian,150,1.0,1.5,10000,501,-0.26672411075260527
bayesian,501,10000,STATIC,bayesian,50,2.5,4.0,10000,501,bayesian,50,2.5,4.0,10000,501,-0.28240127334398224
ridge,501,10000,STATIC,ridge,60,0.75,2.0,10000,501,ridge,60,0.75,2.0,10000,501,-0.4190675066583438
lasso,501,10000,STATIC,lasso,60,2.5,2.0,10000,501,lasso,60,2.5,2.0,10000,501,-0.44245272861144613
ols,501,10000,STATIC,ols,60,0.75,2.0,10000,501,ols,60,0.75,2.0,10000,501,-0.4545447892561967
bayesian,501,10000,STATIC,bayesian,50,2.5,3.5,10000,501,bayesian,50,2.5,3.5,10000,501,-0.48654779364670375
lasso,501,10000,STATIC,lasso,60,0.25,2.5,10000,501,lasso,60,0.25,2.5,10000,501,-0.5114397198554741
bayesian,501,10000,STATIC,bayesian,50,0.5,3.5,10000,501,bayesian,50,0.5,3.5,10000,501,-0.5673095807380335
lasso,501,10000,STATIC,lasso,120,2.5,2.0,10000,501,lasso,120,2.5,2.0,10000,501,-0.6697251739184953
lasso,501,10000,STATIC,lasso,100,1.5,1.5,10000,501,lasso,100,1.5,1.5,10000,501,-0.7039503378988066
ols,501,10000,STATIC,ols,40,2.0,2.5,10000,501,ols,40,2.0,2.5,10000,501,-0.7159801255923988
lasso,501,10000,STATIC,lasso,80,1.75,2.0,10000,501,lasso,80,1.75,2.0,10000,501,-0.7193847393375599
ridge,501,10000,STATIC,ridge,40,2.0,2.5,10000,501,ridge,40,2.0,2.5,10000,501,-0.7256419448702083
ols,501,10000,STATIC,ols,80,2.5,2.0,10000,501,ols,80,2.5,2.0,10000,501,-0.7324791443572396
ridge,501,10000,STATIC,ridge,80,2.5,2.0,10000,501,ridge,80,2.5,2.0,10000,501,-0.7333005552925886
lasso,501,10000,STATIC,lasso,60,1.0,3.0,10000,501,lasso,60,1.0,3.0,10000,501,-0.7619430551157791
lasso,501,10000,STATIC,lasso,60,2.0,2.5,10000,501,lasso,60,2.0,2.5,10000,501,-0.8317031473469889
ols,501,10000,STATIC,ols,100,2.0,2.0,10000,501,ols,100,2.0,2.0,10000,501,-0.8842674039362883
ridge,501,10000,STATIC,ridge,100,2.0,2.0,10000,501,ridge,100,2.0,2.0,10000,501,-0.8895834697938518
lasso,501,10000,STATIC,lasso,120,2.25,2.0,10000,501,lasso,120,2.25,2.0,10000,501,-0.9140463918377613
ridge,501,10000,STATIC,ridge,150,1.25,1.5,10000,501,ridge,150,1.25,1.5,10000,501,-0.9252380129629145
lasso,501,10000,STATIC,lasso,50,0.5,3.0,10000,501,lasso,50,0.5,3.0,10000,501,-0.9354929185367382
lasso,501,10000,STATIC,lasso,110,2.0,2.0,10000,501,lasso,110,2.0,2.0,10000,501,-0.9384860033799463
bayesian,501,10000,STATIC,bayesian,120,2.25,2.0,10000,501,bayesian,120,2.25,2.0,10000,501,-0.9783093460642167
bayesian,501,10000,STATIC,bayesian,90,2.25,2.0,10000,501,bayesian,90,2.25,2.0,10000,501,-1.1019592357923695
ridge,501,10000,STATIC,ridge,50,2.5,4.0,10000,501,ridge,50,2.5,4.0,10000,501,-1.1452156909228322
ols,501,10000,STATIC,ols,50,2.5,4.0,10000,501,ols,50,2.5,4.0,10000,501,-1.1494148187051856
ols,501,10000,STATIC,ols,150,1.25,1.5,10000,501,ols,150,1.25,1.5,10000,501,-1.1639877443446345
ridge,501,10000,STATIC,ridge,50,2.25,3.0,10000,501,ridge,50,2.25,3.0,10000,501,-1.1805793709467203
ols,501,10000,STATIC,ols,50,2.25,3.0,10000,501,ols,50,2.25,3.0,10000,501,-1.186966984009608
bayesian,501,10000,STATIC,bayesian,80,2.5,2.0,10000,501,bayesian,80,2.5,2.0,10000,501,-1.2165533110905118
bayesian,501,10000,STATIC,bayesian,60,2.0,2.5,10000,501,bayesian,60,2.0,2.5,10000,501,-1.221647506009365
ols,501,10000,STATIC,ols,140,0.75,1.5,10000,501,ols,140,0.75,1.5,10000,501,-1.2435280919018226
ridge,501,10000,STATIC,ridge,40,2.25,4.0,10000,501,ridge,40,2.25,4.0,10000,501,-1.257615994958698
ols,501,10000,STATIC,ols,40,2.25,4.0,10000,501,ols,40,2.25,4.0,10000,501,-1.260428960188701
bayesian,501,10000,STATIC,bayesian,140,1.25,1.5,10000,501,bayesian,140,1.25,1.5,10000,501,-1.2866000930768067
bayesian,501,10000,STATIC,bayesian,100,2.0,2.0,10000,501,bayesian,100,2.0,2.0,10000,501,-1.2878766530462151
lasso,501,10000,STATIC,lasso,50,0.5,4.0,10000,501,lasso,50,0.5,4.0,10000,501,-1.3346543811957332
bayesian,501,10000,STATIC,bayesian,80,1.75,2.0,10000,501,bayesian,80,1.75,2.0,10000,501,-1.3422009654614584
ridge,501,10000,STATIC,ridge,50,1.75,3.5,10000,501,ridge,50,1.75,3.5,10000,501,-1.4097060120529008
ols,501,10000,STATIC,ols,50,1.75,3.5,10000,501,ols,50,1.75,3.5,10000,501,-1.413663427319463
ols,501,10000,STATIC,ols,120,2.25,2.0,10000,501,ols,120,2.25,2.0,10000,501,-1.43475318210184
ridge,501,10000,STATIC,ridge,120,2.25,2.0,10000,501,ridge,120,2.25,2.0,10000,501,-1.4372361205033108
ols,501,10000,STATIC,ols,120,0.5,1.5,10000,501,ols,120,0.5,1.5,10000,501,-1.447881174772455
ridge,501,10000,STATIC,ridge,120,0.5,1.5,10000,501,ridge,120,0.5,1.5,10000,501,-1.4488396779781567
lasso,501,10000,STATIC,lasso,80,0.75,1.5,10000,501,lasso,80,0.75,1.5,10000,501,-1.4562945141990795
bayesian,501,10000,STATIC,bayesian,60,0.5,2.0,10000,501,bayesian,60,0.5,2.0,10000,501,-1.577822596343836
ridge,501,10000,STATIC,ridge,40,2.25,3.5,10000,501,ridge,40,2.25,3.5,10000,501,-1.5782383793204957
ols,501,10000,STATIC,ols,40,2.25,3.5,10000,501,ols,40,2.25,3.5,10000,501,-1.5810515039781663
ridge,501,10000,STATIC,ridge,140,0.75,1.5,10000,501,ridge,140,0.75,1.5,10000,501,-1.6385938523640675
lasso,501,10000,STATIC,lasso,50,2.5,3.0,10000,501,lasso,50,2.5,3.0,10000,501,-1.6844797588359306
ridge,501,10000,STATIC,ridge,90,2.25,2.5,10000,501,ridge,90,2.25,2.5,10000,501,-1.7312154073858963
ols,501,10000,STATIC,ols,90,2.25,2.5,10000,501,ols,90,2.25,2.5,10000,501,-1.734499918490549
ols,501,10000,STATIC,ols,140,1.25,1.5,10000,501,ols,140,1.25,1.5,10000,501,-1.7734435551870078
bayesian,501,10000,STATIC,bayesian,130,1.0,1.5,10000,501,bayesian,130,1.0,1.5,10000,501,-1.7823127981735354
ridge,501,10000,STATIC,ridge,140,1.25,1.5,10000,501,ridge,140,1.25,1.5,10000,501,-1.8002650510069884
ridge,501,10000,STATIC,ridge,60,0.5,2.0,10000,501,ridge,60,0.5,2.0,10000,501,-1.8112295233658386
bayesian,501,10000,STATIC,bayesian,40,2.0,4.0,10000,501,bayesian,40,2.0,4.0,10000,501,-1.815531069479892
lasso,501,10000,STATIC,lasso,50,0.5,3.5,10000,501,lasso,50,0.5,3.5,10000,501,-1.8228433542694518
ridge,501,10000,STATIC,ridge,50,2.5,3.5,10000,501,ridge,50,2.5,3.5,10000,501,-1.8263401572541191
ols,501,10000,STATIC,ols,50,2.5,3.5,10000,501,ols,50,2.5,3.5,10000,501,-1.8305410597185237
bayesian,501,10000,STATIC,bayesian,40,2.25,4.0,10000,501,bayesian,40,2.25,4.0,10000,501,-1.8531298096462443
ols,501,10000,STATIC,ols,130,1.0,1.5,10000,501,ols,130,1.0,1.5,10000,501,-1.886194950643624
lasso,501,10000,STATIC,lasso,50,0.75,3.0,10000,501,lasso,50,0.75,3.0,10000,501,-1.8914955748070525
bayesian,501,10000,STATIC,bayesian,80,2.25,2.0,10000,501,bayesian,80,2.25,2.0,10000,501,-1.969288893383796
lasso,501,10000,STATIC,lasso,60,0.75,2.5,10000,501,lasso,60,0.75,2.5,10000,501,-2.0287917765651997
ols,501,10000,STATIC,ols,60,0.5,2.0,10000,501,ols,60,0.5,2.0,10000,501,-2.0315917386595075
bayesian,501,10000,STATIC,bayesian,130,2.5,2.5,10000,501,bayesian,130,2.5,2.5,10000,501,-2.0808108621569126
ols,501,10000,STATIC,ols,130,2.5,2.5,10000,501,ols,130,2.5,2.5,10000,501,-2.088904823636218
ridge,501,10000,STATIC,ridge,130,2.5,2.5,10000,501,ridge,130,2.5,2.5,10000,501,-2.0890629272584196
bayesian,501,10000,STATIC,bayesian,40,2.0,3.5,10000,501,bayesian,40,2.0,3.5,10000,501,-2.1234606290544527
bayesian,501,10000,STATIC,bayesian,40,2.25,3.5,10000,501,bayesian,40,2.25,3.5,10000,501,-2.1728677566025176
bayesian,501,10000,STATIC,bayesian,40,2.5,3.0,10000,501,bayesian,40,2.5,3.0,10000,501,-2.1792207340944003
ols,501,10000,STATIC,ols,80,1.75,2.0,10000,501,ols,80,1.75,2.0,10000,501,-2.2073636921064477
ridge,501,10000,STATIC,ridge,40,2.0,4.0,10000,501,ridge,40,2.0,4.0,10000,501,-2.209384707386061
ridge,501,10000,STATIC,ridge,80,1.75,2.0,10000,501,ridge,80,1.75,2.0,10000,501,-2.211616105561035
ols,501,10000,STATIC,ols,40,2.0,4.0,10000,501,ols,40,2.0,4.0,10000,501,-2.2140350210836495
lasso,501,10000,STATIC,lasso,50,2.5,4.0,10000,501,lasso,50,2.5,4.0,10000,501,-2.222940967653763
lasso,501,10000,STATIC,lasso,50,0.75,4.0,10000,501,lasso,50,0.75,4.0,10000,501,-2.2296760897436485
ridge,501,10000,STATIC,ridge,130,1.0,1.5,10000,501,ridge,130,1.0,1.5,10000,501,-2.2705636529372057
ridge,501,10000,STATIC,ridge,60,2.25,2.0,10000,501,ridge,60,2.25,2.0,10000,501,-2.297151684595848
ols,501,10000,STATIC,ols,60,2.25,2.0,10000,501,ols,60,2.25,2.0,10000,501,-2.3075757087600213
lasso,501,10000,STATIC,lasso,50,2.5,3.5,10000,501,lasso,50,2.5,3.5,10000,501,-2.3155768365902247
bayesian,501,10000,STATIC,bayesian,140,2.5,2.0,10000,501,bayesian,140,2.5,2.0,10000,501,-2.330050193696441
bayesian,501,10000,STATIC,bayesian,50,1.25,3.0,10000,501,bayesian,50,1.25,3.0,10000,501,-2.3765882962703273
lasso,501,10000,STATIC,lasso,130,2.5,2.5,10000,501,lasso,130,2.5,2.5,10000,501,-2.413219123788858
bayesian,501,10000,STATIC,bayesian,60,0.75,2.5,10000,501,bayesian,60,0.75,2.5,10000,501,-2.4163324802273465
ridge,501,10000,STATIC,ridge,40,2.0,3.5,10000,501,ridge,40,2.0,3.5,10000,501,-2.5179008225898976
ols,501,10000,STATIC,ols,40,2.0,3.5,10000,501,ols,40,2.0,3.5,10000,501,-2.5225509930824366
lasso,501,10000,STATIC,lasso,90,2.25,2.0,10000,501,lasso,90,2.25,2.0,10000,501,-2.5310214477987625
lasso,501,10000,STATIC,lasso,50,1.25,3.0,10000,501,lasso,50,1.25,3.0,10000,501,-2.5789621725830116
bayesian,501,10000,STATIC,bayesian,50,1.25,4.0,10000,501,bayesian,50,1.25,4.0,10000,501,-2.596723549639833
bayesian,501,10000,STATIC,bayesian,120,0.5,1.5,10000,501,bayesian,120,0.5,1.5,10000,501,-2.6705051762317993
ridge,501,10000,STATIC,ridge,100,1.5,1.5,10000,501,ridge,100,1.5,1.5,10000,501,-2.676806731338978
ridge,501,10000,STATIC,ridge,70,2.5,2.0,10000,501,ridge,70,2.5,2.0,10000,501,-2.6977517128435684
ols,501,10000,STATIC,ols,70,2.5,2.0,10000,501,ols,70,2.5,2.0,10000,501,-2.6992738492223545
lasso,501,10000,STATIC,lasso,40,2.0,2.5,10000,501,lasso,40,2.0,2.5,10000,501,-2.7090835064403933
lasso,501,10000,STATIC,lasso,50,0.75,3.5,10000,501,lasso,50,0.75,3.5,10000,501,-2.724039244430017
ridge,501,10000,STATIC,ridge,60,0.75,2.5,10000,501,ridge,60,0.75,2.5,10000,501,-2.7729279781451623
ols,501,10000,STATIC,ols,60,0.75,2.5,10000,501,ols,60,0.75,2.5,10000,501,-2.7782677010637897
ols,501,10000,STATIC,ols,100,1.5,1.5,10000,501,ols,100,1.5,1.5,10000,501,-2.7846392443260477
lasso,501,10000,STATIC,lasso,140,0.75,1.5,10000,501,lasso,140,0.75,1.5,10000,501,-2.7874606890044475
ols,501,10000,STATIC,ols,40,2.5,3.0,10000,501,ols,40,2.5,3.0,10000,501,-2.805172046461678
lasso,501,10000,STATIC,lasso,50,1.25,4.0,10000,501,lasso,50,1.25,4.0,10000,501,-2.8092895968142884
ols,501,10000,STATIC,ols,130,2.25,2.0,10000,501,ols,130,2.25,2.0,10000,501,-2.836181962161204
ridge,501,10000,STATIC,ridge,130,2.25,2.0,10000,501,ridge,130,2.25,2.0,10000,501,-2.8364355138423907
ridge,501,10000,STATIC,ridge,50,2.25,4.0,10000,501,ridge,50,2.25,4.0,10000,501,-2.886323165786088
ols,501,10000,STATIC,ols,50,2.25,4.0,10000,501,ols,50,2.25,4.0,10000,501,-2.8931351740362174
bayesian,501,10000,STATIC,bayesian,60,2.25,2.0,10000,501,bayesian,60,2.25,2.0,10000,501,-2.8994824051470296
ridge,501,10000,STATIC,ridge,60,2.0,2.5,10000,501,ridge,60,2.0,2.5,10000,501,-2.905455243260427
ols,501,10000,STATIC,ols,60,2.0,2.5,10000,501,ols,60,2.0,2.5,10000,501,-2.9102467627256807
ridge,501,10000,STATIC,ridge,140,2.5,2.0,10000,501,ridge,140,2.5,2.0,10000,501,-2.920782363362652
ols,501,10000,STATIC,ols,140,2.5,2.0,10000,501,ols,140,2.5,2.0,10000,501,-2.9218741189886632
bayesian,501,10000,STATIC,bayesian,140,0.5,1.5,10000,501,bayesian,140,0.5,1.5,10000,501,-2.950026147448895
ridge,501,10000,STATIC,ridge,80,2.25,2.0,10000,501,ridge,80,2.25,2.0,10000,501,-2.986447426945542
lasso,501,10000,STATIC,lasso,90,1.0,1.5,10000,501,lasso,90,1.0,1.5,10000,501,-2.987679417316297
ols,501,10000,STATIC,ols,80,2.25,2.0,10000,501,ols,80,2.25,2.0,10000,501,-3.0289016449529544
bayesian,501,10000,STATIC,bayesian,50,1.25,3.5,10000,501,bayesian,50,1.25,3.5,10000,501,-3.0348194600910716
ridge,501,10000,STATIC,ridge,40,2.5,3.0,10000,501,ridge,40,2.5,3.0,10000,501,-3.0389258388257296
ridge,501,10000,STATIC,ridge,110,2.5,2.0,10000,501,ridge,110,2.5,2.0,10000,501,-3.059948363177673
ols,501,10000,STATIC,ols,110,2.5,2.0,10000,501,ols,110,2.5,2.0,10000,501,-3.061710436441219
ridge,501,10000,STATIC,ridge,40,2.25,3.0,10000,501,ridge,40,2.25,3.0,10000,501,-3.12005987095856
ols,501,10000,STATIC,ols,40,2.25,3.0,10000,501,ols,40,2.25,3.0,10000,501,-3.1204962143108155
bayesian,501,10000,STATIC,bayesian,140,2.5,1.5,10000,501,bayesian,140,2.5,1.5,10000,501,-3.1307545046621676
bayesian,501,10000,STATIC,bayesian,140,2.5,1.0,10000,501,bayesian,140,2.5,1.0,10000,501,-3.1307545046621676
lasso,501,10000,STATIC,lasso,60,1.5,2.0,10000,501,lasso,60,1.5,2.0,10000,501,-3.233814972850439
bayesian,501,10000,STATIC,bayesian,60,1.5,2.0,10000,501,bayesian,60,1.5,2.0,10000,501,-3.281086949041491
lasso,501,10000,STATIC,lasso,50,1.25,3.5,10000,501,lasso,50,1.25,3.5,10000,501,-3.304319501741098
lasso,501,10000,STATIC,lasso,140,2.5,2.0,10000,501,lasso,140,2.5,2.0,10000,501,-3.3290946153080947
bayesian,501,10000,STATIC,bayesian,50,1.5,3.0,10000,501,bayesian,50,1.5,3.0,10000,501,-3.388059809228256
bayesian,501,10000,STATIC,bayesian,70,2.5,2.0,10000,501,bayesian,70,2.5,2.0,10000,501,-3.472420832055806
bayesian,501,10000,STATIC,bayesian,60,0.5,2.5,10000,501,bayesian,60,0.5,2.5,10000,501,-3.4825770066966584
lasso,501,10000,STATIC,lasso,60,2.25,2.0,10000,501,lasso,60,2.25,2.0,10000,501,-3.5159356109353546
bayesian,501,10000,STATIC,bayesian,130,2.25,2.0,10000,501,bayesian,130,2.25,2.0,10000,501,-3.548475791566534
lasso,501,10000,STATIC,lasso,50,1.5,3.0,10000,501,lasso,50,1.5,3.0,10000,501,-3.5621844183815767
ols,501,10000,STATIC,ols,120,1.0,1.5,10000,501,ols,120,1.0,1.5,10000,501,-3.5784830899858484
