TRADING_START_DAY,ZSCORE_LOOKBACK,ENTRY_THRESHOLD,STOP_LOSS_THRESHOLD,POSITION_SIZE,score
100,150,1.5,3.5,10000,24.532720353811648
200,150,0.5,4.0,10000,24.49874086300126
100,150,2.0,4.0,10000,24.452190998132806
450,120,2.5,3.5,10000,24.38281643720721
450,120,2.5,4.0,10000,24.38281643720721
50,90,2.0,4.0,10000,24.36556845638794
100,150,2.0,3.5,10000,24.23325214735177
200,150,0.5,3.5,10000,24.224367179160538
50,90,2.0,3.5,10000,24.111896360930224
350,90,1.5,3.0,10000,23.9099205495139
450,90,0.5,3.0,10000,23.87800357288379
250,90,1.0,2.5,10000,23.829824166705087
100,90,2.0,3.0,10000,23.789670061014334
150,120,1.5,2.5,10000,23.74258421787009
500,60,1.0,2.5,10000,23.68243282707882
450,120,2.5,3.0,10000,23.678090989601312
300,150,1.0,2.5,10000,23.653124366258993
150,150,0.5,4.0,10000,23.64287262194742
200,90,2.0,3.0,10000,23.542856650538276
200,120,1.0,3.5,10000,23.491839056029036
200,120,1.0,4.0,10000,23.491839056029036
50,120,2.0,3.0,10000,23.46975035988489
100,120,0.5,4.0,10000,23.4662151724444
100,120,0.5,3.5,10000,23.4662151724444
450,150,2.5,4.0,10000,23.43794892680568
150,150,0.5,3.5,10000,23.391404257565355
100,150,1.5,3.0,10000,23.37654422963185
400,60,1.0,3.5,10000,23.36423354817694
400,60,1.0,4.0,10000,23.36423354817694
250,90,1.5,3.0,10000,23.30806700495136
200,150,0.5,3.0,10000,23.20580960186382
450,90,2.5,4.0,10000,23.027289015491352
450,90,2.5,3.5,10000,23.027289015491352
350,150,2.5,4.0,10000,22.98905023273172
100,150,2.0,3.0,10000,22.97842684302681
450,150,2.5,3.5,10000,22.957933711680596
100,120,1.5,2.5,10000,22.943168780891853
200,150,1.0,4.0,10000,22.928391760894144
400,60,0.5,3.5,10000,22.899638624769842
400,60,0.5,4.0,10000,22.899638624769842
450,90,1.5,2.5,10000,22.77822536867427
200,150,1.0,3.5,10000,22.661197053597398
350,150,2.5,3.5,10000,22.6373422986928
150,90,2.0,3.0,10000,22.413848552559834
250,90,0.5,2.5,10000,22.286325647856323
500,150,2.5,3.5,10000,22.182939078533263
500,150,2.5,4.0,10000,22.182939078533263
400,90,2.5,3.0,10000,22.169603295069518
200,120,1.5,2.5,10000,22.07857017946526
150,150,0.5,3.0,10000,22.05906739433378
200,120,1.0,3.0,10000,22.037555008748036
150,150,1.0,4.0,10000,21.974525572504632
400,60,1.0,3.0,10000,21.88713722080233
50,150,1.5,4.0,10000,21.846236249150735
400,150,2.5,2.5,10000,21.787084756058704
100,120,2.0,2.5,10000,21.76651011175933
200,150,1.0,3.0,10000,21.74340624456714
150,150,1.0,3.5,10000,21.729629716521238
50,150,2.0,4.0,10000,21.710845398527198
400,60,0.5,3.0,10000,21.69145059804263
50,150,1.5,3.5,10000,21.639304117834314
500,60,1.5,3.5,10000,21.61278544515735
500,60,1.5,4.0,10000,21.61278544515735
50,150,2.0,3.5,10000,21.507802104791736
300,90,1.5,4.0,10000,21.48075016317123
300,90,1.5,3.5,10000,21.48075016317123
450,90,2.5,3.0,10000,21.445629961861854
500,150,2.5,3.0,10000,21.37366965883525
100,120,0.5,3.0,10000,21.306226562892974
350,120,2.5,3.5,10000,21.274701951400807
350,120,2.5,4.0,10000,21.274701951400807
200,120,2.0,2.5,10000,21.245561103654428
200,120,0.5,2.5,10000,21.195246674241943
500,120,2.5,3.5,10000,21.091983408915677
500,120,2.5,4.0,10000,21.091983408915677
50,90,2.0,3.0,10000,21.022224094237608
300,150,2.5,4.0,10000,21.006620650939503
350,90,1.5,2.5,10000,20.73783124211917
300,150,2.5,3.5,10000,20.693998581589312
150,120,2.0,2.5,10000,20.60689751785294
50,150,1.5,3.0,10000,20.57146621002418
500,60,1.5,3.0,10000,20.556580193678194
150,120,0.5,2.5,10000,20.54120996904537
200,150,2.0,2.5,10000,20.50227194481537
150,150,1.0,3.0,10000,20.475179016585855
50,120,0.5,3.5,10000,20.434430913989345
50,120,0.5,4.0,10000,20.434430913989345
50,150,2.0,3.0,10000,20.350039420403135
100,150,0.5,4.0,10000,20.336611860155593
500,120,2.5,3.0,10000,20.264457483090276
500,90,2.5,3.5,10000,20.18057188115924
500,90,2.5,4.0,10000,20.18057188115924
50,120,1.5,2.5,10000,20.160849890860142
250,90,1.5,2.5,10000,20.130467564607365
100,150,0.5,3.5,10000,20.10420921123783
200,90,2.0,2.5,10000,19.90254799845719
200,150,2.5,4.0,10000,19.78281336321902
300,150,2.0,2.5,10000,19.704548969697505
350,120,2.5,3.0,10000,19.649592247977697
500,60,0.5,2.5,10000,19.632414521992544
200,150,2.5,3.5,10000,19.52687284839537
450,150,2.5,3.0,10000,19.473711596604943
150,120,1.0,4.0,10000,19.431067957940158
150,120,1.0,3.5,10000,19.431067957940158
150,90,2.0,2.5,10000,19.37985835208472
450,90,0.5,2.5,10000,19.36265268503211
350,60,0.5,4.0,10000,19.282285187175887
350,60,0.5,3.5,10000,19.282285187175887
50,120,2.0,2.5,10000,19.183591830723007
100,90,2.0,2.5,10000,19.151510228931247
200,90,1.5,4.0,10000,19.144526400197606
350,150,2.5,3.0,10000,19.045745181390046
100,150,1.0,4.0,10000,18.898148480783455
100,150,0.5,3.0,10000,18.87903917527398
100,90,1.5,4.0,10000,18.871012608883973
200,90,1.5,3.5,10000,18.849690892184277
300,120,2.5,4.0,10000,18.691259635621286
300,120,2.5,3.5,10000,18.691259635621286
100,150,1.0,3.5,10000,18.672054329041387
100,90,1.5,3.5,10000,18.57587199599429
50,120,0.5,3.0,10000,18.43369941348673
500,90,2.5,3.0,10000,18.412477967428742
150,90,1.5,4.0,10000,18.32841407055289
350,60,0.5,3.0,10000,18.26080281730406
300,60,0.5,3.5,10000,18.17550677571473
300,60,0.5,4.0,10000,18.17550677571473
100,120,1.0,4.0,10000,18.09200438577475
100,120,1.0,3.5,10000,18.09200438577475
200,150,1.5,2.5,10000,18.069823637732355
150,90,1.5,3.5,10000,18.00868032087073
150,150,2.0,2.5,10000,17.950824075753445
450,60,1.0,4.0,10000,17.885135941544533
450,60,1.0,3.5,10000,17.885135941544533
350,60,1.0,4.0,10000,17.803081175934743
350,60,1.0,3.5,10000,17.803081175934743
150,150,1.5,2.5,10000,17.76648525236193
150,120,1.0,3.0,10000,17.744807809203152
300,90,1.5,3.0,10000,17.558181454973223
50,150,0.5,4.0,10000,17.555436313785904
300,150,2.5,3.0,10000,17.523536039001897
100,150,1.0,3.0,10000,17.519645800458264
300,60,0.5,3.0,10000,17.482941635137195
400,60,1.5,3.5,10000,17.412700954856184
400,60,1.5,4.0,10000,17.412700954856184
50,150,0.5,3.5,10000,17.33937826519884
150,150,2.5,4.0,10000,17.276175287609718
300,120,2.5,3.0,10000,17.122577893739845
250,150,2.5,4.0,10000,17.054465197003754
150,150,2.5,3.5,10000,17.041828483287667
450,60,1.0,3.0,10000,16.996570138420026
250,150,2.5,3.5,10000,16.77338483479723
50,90,2.0,2.5,10000,16.759829791505975
50,90,1.5,4.0,10000,16.726575280910268
200,150,2.5,3.0,10000,16.694994966383963
200,90,1.0,4.0,10000,16.679429013197264
350,90,2.5,4.0,10000,16.614143254663155
350,90,2.5,3.5,10000,16.614143254663155
350,60,1.0,3.0,10000,16.591752569484846
50,90,1.5,3.5,10000,16.45222204033101
200,90,1.0,3.5,10000,16.383349240863453
50,150,1.0,4.0,10000,16.310412718624093
50,150,0.5,3.0,10000,16.205864333040395
50,150,1.0,3.5,10000,16.100428612046343
100,120,1.0,3.0,10000,16.00116668349696
500,150,2.5,2.5,10000,15.875501405028498
400,60,1.5,3.0,10000,15.837717176373978
200,90,1.5,3.0,10000,15.662090802948377
100,150,2.0,2.5,10000,15.535189673263847
50,120,1.0,4.0,10000,15.532133986026558
50,120,1.0,3.5,10000,15.532133986026558
200,120,2.5,4.0,10000,15.467158797846896
200,120,2.5,3.5,10000,15.467158797846896
200,120,1.0,2.5,10000,15.373217128317613
150,90,1.0,4.0,10000,15.225434391512586
100,150,1.5,2.5,10000,15.162516247783849
150,90,0.5,4.0,10000,15.126390667390517
300,90,1.5,2.5,10000,15.063153315022749
100,150,2.5,4.0,10000,15.038074109620691
50,150,1.0,3.0,10000,15.035255507579656
200,90,0.5,4.0,10000,15.031212352085475
150,90,1.0,3.5,10000,14.90814422136716
100,90,1.5,3.0,10000,14.853527285468076
150,90,0.5,3.5,10000,14.844689669113713
400,60,0.5,2.5,10000,14.828108896345938
100,150,2.5,3.5,10000,14.822126707863603
150,90,1.5,3.0,10000,14.816257250235175
200,90,0.5,3.5,10000,14.735202198416864
250,60,1.0,4.0,10000,14.694428533578254
250,60,1.0,3.5,10000,14.694428533578254
250,60,0.5,3.5,10000,14.652962628492332
250,60,0.5,4.0,10000,14.652962628492332
500,60,1.5,2.5,10000,14.56623972472103
400,60,1.0,2.5,10000,14.55443082243334
100,120,0.5,2.5,10000,14.371166548718627
200,150,0.5,2.5,10000,14.344238227173435
400,60,2.0,4.0,10000,14.33243530327817
400,60,2.0,3.5,10000,14.33243530327817
150,150,2.5,3.0,10000,14.123748134113757
300,60,1.0,4.0,10000,14.112601111657533
300,60,1.0,3.5,10000,14.112601111657533
250,120,2.5,4.0,10000,13.954032750095003
250,120,2.5,3.5,10000,13.954032750095003
250,150,2.5,3.0,10000,13.91679688905663
200,120,2.5,3.0,10000,13.892636497147198
100,120,2.5,4.0,10000,13.737849302758477
100,120,2.5,3.5,10000,13.737849302758477
150,150,0.5,2.5,10000,13.71393458984582
300,90,2.5,4.0,10000,13.632686818763062
300,90,2.5,3.5,10000,13.632686818763062
400,60,2.5,3.5,10000,13.630577569084114
400,60,2.5,4.0,10000,13.630577569084114
50,120,1.0,3.0,10000,13.596297610200196
400,60,2.0,3.0,10000,13.552449924656038
50,150,2.0,2.5,10000,13.501393071623642
350,90,2.5,3.0,10000,13.395011312601447
400,60,2.5,3.0,10000,13.290012121892293
300,60,1.0,3.0,10000,13.240729088612333
200,90,1.0,3.0,10000,13.208845034382563
150,120,2.5,3.5,10000,13.206636179269545
150,120,2.5,4.0,10000,13.206636179269545
50,150,2.5,4.0,10000,13.152034138217392
300,60,0.5,2.5,10000,13.047884413103482
250,60,0.5,3.0,10000,13.003024191315788
50,90,1.5,3.0,10000,12.999714921069895
50,150,1.5,2.5,10000,12.974375839199158
50,150,2.5,3.5,10000,12.9518371471326
250,60,1.0,3.0,10000,12.905008184694665
200,150,1.0,2.5,10000,12.892226848033118
500,60,2.0,4.0,10000,12.825854546781564
500,60,2.0,3.5,10000,12.825854546781564
350,150,2.5,2.5,10000,12.670844905014526
500,60,2.0,3.0,10000,12.488520378856375
250,120,2.5,3.0,10000,12.354027099180932
450,60,0.5,4.0,10000,12.260195012906344
450,60,0.5,3.5,10000,12.260195012906344
100,150,2.5,3.0,10000,12.141283695159721
150,150,1.0,2.5,10000,12.128679572130793
200,90,1.5,2.5,10000,12.070198925686967
50,120,0.5,2.5,10000,12.021702808169849
250,60,1.5,3.5,10000,11.965675681001393
250,60,1.5,4.0,10000,11.965675681001393
150,90,1.5,2.5,10000,11.940650479560617
50,120,2.5,3.5,10000,11.922294341844932
50,120,2.5,4.0,10000,11.922294341844932
450,60,1.5,3.5,10000,11.765541217292984
450,60,1.5,4.0,10000,11.765541217292984
150,90,1.0,3.0,10000,11.733300918964638
450,60,0.5,3.0,10000,11.669760172305843
150,120,1.0,2.5,10000,11.608504995631549
300,150,2.5,2.5,10000,11.59948198735071
150,90,0.5,3.0,10000,11.596069933693066
350,60,0.5,2.5,10000,11.579533573738935
100,90,1.5,2.5,10000,11.511978402632863
150,120,2.5,3.0,10000,11.485800295249817
200,90,0.5,3.0,10000,11.46445468682142
100,150,0.5,2.5,10000,11.213427254648352
100,90,1.0,4.0,10000,11.102505043205248
350,60,1.5,4.0,10000,10.91270542865746
350,60,1.5,3.5,10000,10.91270542865746
100,90,1.0,3.5,10000,10.809997135927098
100,120,2.5,3.0,10000,10.667479979423717
450,60,1.5,3.0,10000,10.564520873906474
300,90,2.5,3.0,10000,10.498473148701716
400,90,2.5,2.5,10000,10.492366035397067
