TRADING_START_DAY,ZSCORE_LOOKBACK,ENTRY_THRESHOLD,STOP_LOSS_THRESHOLD,POSITION_SIZE,score
250,90,2.5,3.5,10000,10.48644372539528
250,90,2.5,4.0,10000,10.48644372539528
500,90,2.5,2.5,10000,10.47791233950163
50,150,2.5,3.0,10000,10.47380572883758
250,150,2.5,2.5,10000,10.433244152736776
450,60,1.0,2.5,10000,10.225371250598279
500,60,2.0,2.5,10000,10.14179703047245
200,90,1.0,2.5,10000,10.118545442263667
250,60,1.5,3.0,10000,10.0643957181967
50,90,1.0,4.0,10000,10.0321677682565
50,90,1.5,2.5,10000,9.925409340478975
100,150,1.0,2.5,10000,9.851314368873503
50,90,1.0,3.5,10000,9.760453829551459
350,60,1.5,3.0,10000,9.593533992127242
350,60,1.0,2.5,10000,9.354159863518205
450,60,2.0,3.5,10000,9.314385099361058
450,60,2.0,4.0,10000,9.314385099361058
150,90,1.0,2.5,10000,9.2412914942118
400,60,2.5,2.5,10000,9.210104215579001
50,150,0.5,2.5,10000,9.121174436943043
50,120,2.5,3.0,10000,9.082068532776425
100,120,1.0,2.5,10000,8.96945483688905
450,150,2.5,2.5,10000,8.96379819611668
150,90,0.5,2.5,10000,8.898827541588076
450,60,2.0,3.0,10000,8.742466345983512
300,60,1.5,4.0,10000,8.500136645489874
300,60,1.5,3.5,10000,8.500136645489874
300,60,1.0,2.5,10000,8.496359695724756
400,120,2.5,2.5,10000,8.353316629660448
200,90,0.5,2.5,10000,8.254350036761693
250,60,0.5,2.5,10000,8.225491789607972
350,60,2.0,3.5,10000,8.133349344141429
350,60,2.0,4.0,10000,8.133349344141429
100,90,2.5,4.0,10000,7.967215697551158
50,150,1.0,2.5,10000,7.94673964475605
100,90,0.5,4.0,10000,7.916057411424362
250,60,1.0,2.5,10000,7.831505081242362
450,90,2.5,2.5,10000,7.789895451060543
100,90,2.5,3.5,10000,7.674718997761321
250,90,2.5,3.0,10000,7.659918463803855
100,90,0.5,3.5,10000,7.656572535034762
300,60,1.5,3.0,10000,7.5074709564083975
400,60,1.5,2.5,10000,7.494492453510119
350,60,2.0,3.0,10000,7.398660443017345
100,90,1.0,3.0,10000,7.124677880017352
50,120,1.0,2.5,10000,7.094295160496088
400,60,2.0,2.5,10000,6.595563610068183
50,90,2.5,4.0,10000,6.53229805779285
150,150,2.5,2.5,10000,6.5256930869681895
200,90,2.5,4.0,10000,6.435899073948676
50,90,1.0,3.0,10000,6.346771053362332
50,90,2.5,3.5,10000,6.260340650398202
50,60,2.5,4.0,10000,6.207604849888856
200,90,2.5,3.5,10000,6.144417148217112
350,90,2.5,2.5,10000,6.133331091044264
50,60,2.5,3.5,10000,6.12983160615552
50,90,0.5,4.0,10000,6.037677399974939
200,150,2.5,2.5,10000,5.982271269391447
50,60,2.5,3.0,10000,5.966550775259993
50,90,0.5,3.5,10000,5.796585812097781
100,60,2.5,4.0,10000,5.442791052074323
200,60,0.5,4.0,10000,5.436390033532483
100,60,2.5,3.5,10000,5.358969458935636
200,60,0.5,3.5,10000,5.356628645018894
100,150,2.5,2.5,10000,5.267331175328351
450,60,0.5,2.5,10000,5.242969967473506
100,60,2.5,3.0,10000,5.180538600147482
200,60,1.5,4.0,10000,5.03465456508912
200,60,1.5,3.5,10000,4.953983777135811
300,90,2.5,2.5,10000,4.865690918190301
350,60,2.5,3.0,10000,4.8639447060545855
150,90,2.5,4.0,10000,4.789084486299313
450,120,2.5,2.5,10000,4.599853372828971
150,90,2.5,3.5,10000,4.4724974938595885
450,60,2.5,2.5,10000,4.4618825243530935
450,60,2.0,2.5,10000,4.339348832443502
50,150,2.5,2.5,10000,4.215426864681877
200,60,1.0,4.0,10000,4.189188945720183
350,60,2.5,4.0,10000,4.159508849884947
350,60,2.5,3.5,10000,4.159508849884947
200,60,1.0,3.5,10000,4.109046668646144
100,90,2.5,3.0,10000,4.074484858003359
100,90,0.5,3.0,10000,3.888202308901498
250,60,1.5,2.5,10000,3.8753600530199677
100,90,1.0,2.5,10000,3.781197868754276
200,90,2.5,3.0,10000,3.774010364682958
450,60,2.5,4.0,10000,3.622821814555664
450,60,2.5,3.5,10000,3.622821814555664
450,60,2.5,3.0,10000,3.5231566598798096
100,120,2.5,2.5,10000,3.279335706476978
50,90,1.0,2.5,10000,3.276196652546844
200,60,0.5,3.0,10000,3.029520356980889
150,120,2.5,2.5,10000,2.967898809532258
50,90,2.5,3.0,10000,2.929627840881679
450,60,1.5,2.5,10000,2.6641781767198367
50,120,2.5,2.5,10000,2.441980514481287
300,120,2.5,2.5,10000,2.3817521498272463
100,60,2.0,4.0,10000,2.365084765292224
100,60,2.0,3.5,10000,2.348258047932333
50,90,0.5,3.0,10000,2.30530688532464
150,90,2.5,3.0,10000,2.165991409290072
500,120,2.5,2.5,10000,2.1322222903173156
200,60,1.5,3.0,10000,1.9575597594637486
150,60,1.5,4.0,10000,1.8482294958249526
150,60,1.5,3.5,10000,1.814936430156422
200,60,2.5,4.0,10000,1.7519874846125205
200,60,2.5,3.5,10000,1.6755115706350914
200,60,1.0,3.0,10000,1.6585268007148244
250,90,2.5,2.5,10000,1.6099858918445697
150,60,0.5,4.0,10000,1.5082752334979475
150,60,0.5,3.5,10000,1.4755110174537336
250,120,2.5,2.5,10000,1.4623053205359469
200,60,2.5,3.0,10000,1.3596614521876944
300,60,1.5,2.5,10000,1.3559981360567832
350,120,2.5,2.5,10000,1.1794602518308004
100,60,1.5,4.0,10000,1.078965774279645
100,60,1.5,3.5,10000,1.0626457291019449
150,60,2.5,4.0,10000,0.912345770052756
350,60,1.5,2.5,10000,0.8878463105848837
350,60,2.5,2.5,10000,0.835816433887075
150,60,2.5,3.5,10000,0.8217994853394259
100,60,2.0,3.0,10000,0.7758330629583199
250,60,2.0,3.5,10000,0.743833235910131
250,60,2.0,4.0,10000,0.743833235910131
300,60,2.0,3.5,10000,0.7260753781142135
300,60,2.0,4.0,10000,0.7260753781142135
150,60,2.0,4.0,10000,0.670803906177305
150,60,2.0,3.5,10000,0.6355956165722461
150,60,2.5,3.0,10000,0.6259283015933903
350,60,2.0,2.5,10000,0.4711371101320445
50,60,2.5,2.5,10000,0.44223503284549537
100,90,0.5,2.5,10000,0.34293283723700085
300,60,2.0,3.0,10000,0.24384758671364182
200,60,2.0,4.0,10000,0.22747765431575218
200,60,2.0,3.5,10000,0.14831428554157
250,60,2.5,3.0,10000,-0.05367094948106654
250,60,2.0,3.0,10000,-0.26737994002558807
300,60,2.5,3.0,10000,-0.5135888561293811
50,60,2.0,4.0,10000,-0.622357853954913
50,60,2.0,3.5,10000,-0.6420820404421796
300,60,2.5,4.0,10000,-0.6448664418047159
300,60,2.5,3.5,10000,-0.6448664418047159
100,60,2.5,2.5,10000,-0.6495407424945725
150,60,1.5,3.0,10000,-0.6584883838004814
100,90,2.5,2.5,10000,-0.6920082321846834
150,60,0.5,3.0,10000,-0.726648453431288
150,60,1.0,4.0,10000,-0.788292912010391
150,60,1.0,3.5,10000,-0.8213027663270438
50,60,1.5,4.0,10000,-0.8759025857747815
50,60,1.5,3.5,10000,-0.8935387534083077
500,60,2.5,2.5,10000,-0.9432548138804862
50,90,0.5,2.5,10000,-0.9581262471716769
250,60,2.5,4.0,10000,-0.9858827301673934
250,60,2.5,3.5,10000,-0.9858827301673934
150,60,2.0,3.0,10000,-1.0654109320855767
100,60,1.5,3.0,10000,-1.2230446832626782
50,90,2.5,2.5,10000,-1.2526835284533888
200,60,0.5,2.5,10000,-1.468683109723841
200,60,2.0,3.0,10000,-1.8681728558321744
50,60,0.5,4.0,10000,-1.9190747392510517
50,60,0.5,3.5,10000,-1.933659072396864
150,90,2.5,2.5,10000,-2.080778623178384
500,60,2.5,3.0,10000,-2.1260510698778603
50,60,2.0,3.0,10000,-2.1697494336747987
200,120,2.5,2.5,10000,-2.3196604080934833
500,60,2.5,3.5,10000,-2.422685974398526
500,60,2.5,4.0,10000,-2.422685974398526
300,60,2.5,2.5,10000,-2.4929637843567143
200,90,2.5,2.5,10000,-2.591915302030836
50,60,1.5,3.0,10000,-3.0840470953016172
200,60,1.0,2.5,10000,-3.0845737997415483
150,60,1.0,3.0,10000,-3.138524200617539
150,60,2.5,2.5,10000,-3.5866404150610123
150,60,2.0,2.5,10000,-3.756708356129142
200,60,1.5,2.5,10000,-3.792109920909173
100,60,0.5,4.0,10000,-3.8080920447359716
100,60,0.5,3.5,10000,-3.823758331377718
50,60,0.5,3.0,10000,-3.8905817706882573
100,60,1.0,4.0,10000,-3.9780248302397823
100,60,1.0,3.5,10000,-3.9959867334943837
300,60,2.0,2.5,10000,-4.037309761219998
150,60,0.5,2.5,10000,-4.251757480487726
50,60,1.0,4.0,10000,-4.675409818029237
50,60,1.0,3.5,10000,-4.69212312027048
250,60,2.0,2.5,10000,-4.7223081039178325
100,60,2.0,2.5,10000,-4.8174337644230185
200,60,2.5,2.5,10000,-4.878913273806042
150,60,1.5,2.5,10000,-5.348335048716837
200,60,2.0,2.5,10000,-5.601482594378794
100,60,0.5,3.0,10000,-5.861107820039102
250,60,2.5,2.5,10000,-6.088533513367681
100,60,1.0,3.0,10000,-6.140313410336603
100,60,1.5,2.5,10000,-6.546872968863383
50,60,1.0,3.0,10000,-6.749670593831816
150,60,1.0,2.5,10000,-6.875438648470261
50,60,0.5,2.5,10000,-8.361100244387323
50,60,2.0,2.5,10000,-8.399575611357854
50,60,1.5,2.5,10000,-8.6803034344044
100,60,0.5,2.5,10000,-10.112840185316756
100,60,1.0,2.5,10000,-10.56531271218087
50,60,1.0,2.5,10000,-11.381860731927116
