ZSCORE_LOOKBACK,ENTRY_THRESHOLD,STOP_LOSS_THRESHOLD,score
50,2.5,3.0,0.4457051644990919
30,1.25,4.0,0.37561580941784456
30,1.25,3.5,0.37561580941784456
30,1.75,3.0,0.33290139196503077
30,1.5,3.0,0.2234977741997426
100,2.75,2.5,-0.01594829013154886
50,2.25,2.5,-0.28912466255049196
30,1.25,3.0,-0.3677000267601045
110,2.75,2.5,-0.39791645251219876
40,0.5,3.0,-1.0202742184423883
60,2.75,3.0,-1.3052463616885
40,1.25,2.5,-1.7725174012766232
40,0.5,3.5,-1.9203782207742037
40,0.5,4.0,-1.9203782207742037
50,0.25,2.5,-2.075883409445595
30,1.75,2.5,-2.3836984602574844
50,2.5,2.5,-2.501098450044463
40,1.0,3.0,-2.5216322996242866
80,2.75,2.5,-2.978229240775047
50,2.75,3.0,-3.007901024125621
40,0.75,2.5,-3.1183750246772703
40,1.0,4.0,-3.403729456559958
40,1.0,3.5,-3.403729456559958
40,2.0,2.5,-3.428621358081962
30,2.0,2.5,-3.6754101893335047
30,2.75,2.5,-3.74007230760619
40,2.25,2.5,-5.026969614042638
30,1.25,2.5,-6.544276159152773
30,1.5,2.5,-6.625638018088701
40,2.75,2.5,-6.776513464742312
40,2.5,2.5,-6.967830351642849
40,0.5,2.5,-8.972401190191118
50,2.75,2.5,-9.158636739757696
40,0.25,3.0,-9.369217016853689
40,1.0,2.5,-10.092991807951368
40,0.25,3.5,-10.488298609394718
40,0.25,4.0,-10.488298609394718
30,2.25,2.5,-10.688778495861284
30,1.0,4.0,-11.728667697230748
30,1.0,3.5,-11.728667697230748
30,1.0,3.0,-12.487005762103607
30,0.75,3.5,-14.291600246359838
30,0.75,4.0,-14.291600246359838
30,0.25,4.0,-14.387412253596864
30,0.25,3.5,-14.387412253596864
30,0.25,3.0,-14.804755203631409
30,0.75,3.0,-15.027556066322028
30,0.5,4.0,-15.156044989784025
30,0.5,3.5,-15.156044989784025
30,0.5,3.0,-15.559663729522587
40,0.25,2.5,-17.695873744497025
30,1.0,2.5,-18.505776368665632
30,0.75,2.5,-20.36394594522594
30,0.25,2.5,-20.50613478149113
30,0.5,2.5,-20.97449788914361
