HEDGE_ESTIMATOR,ADAPTIVE_START_DAY,POSITION_SIZE,OPTIMIZATION_TARGET,STATIC_PARAMS.HEDGE_ESTIMATOR,STATIC_PARAMS.ZSCORE_LOOKBACK,STATIC_PARAMS.ENTRY_THRESHOLD,STATIC_PARAMS.STOP_LOSS_THRESHOLD,STATIC_PARAMS.POSITION_SIZE,STATIC_PARAMS.ADAPTIVE_START_DAY,ADAPTIVE_PARAMS.HEDGE_ESTIMATOR,ADAPTIVE_PARAMS.ZSCORE_LOOKBACK,ADAPTIVE_PARAMS.ENTRY_THRESHOLD,ADAPTIVE_PARAMS.STOP_LOSS_THRESHOLD,ADAPTIVE_PARAMS.POSITION_SIZE,ADAPTIVE_PARAMS.ADAPTIVE_START_DAY,score
2sls,501,10000,STATIC,2sls,90,1.25,3.5,10000,501,2sls,90,1.25,3.5,10000,501,23.323675626669598
2sls,501,10000,STATIC,2sls,90,1.25,4.0,10000,501,2sls,90,1.25,4.0,10000,501,23.323675626669598
2sls,501,10000,STATIC,2sls,100,1.5,2.5,10000,501,2sls,100,1.5,2.5,10000,501,23.32117496981482
2sls,501,10000,STATIC,2sls,90,0.5,3.0,10000,501,2sls,90,0.5,3.0,10000,501,23.31829710200421
2sls,501,10000,STATIC,2sls,130,2.5,3.5,10000,501,2sls,130,2.5,3.5,10000,501,23.305058109590753
2sls,501,10000,STATIC,2sls,120,2.0,2.5,10000,501,2sls,120,2.0,2.5,10000,501,23.29800583603144
ols,501,10000,STATIC,ols,90,1.25,4.0,10000,501,ols,90,1.25,4.0,10000,501,23.267832708423626
ols,501,10000,STATIC,ols,90,1.25,3.5,10000,501,ols,90,1.25,3.5,10000,501,23.267832708423626
ols,501,10000,STATIC,ols,100,1.75,3.0,10000,501,ols,100,1.75,3.0,10000,501,23.23204245806642
2sls,501,10000,STATIC,2sls,110,1.5,2.5,10000,501,2sls,110,1.5,2.5,10000,501,23.210900428420885
ols,501,10000,STATIC,ols,80,0.5,3.0,10000,501,ols,80,0.5,3.0,10000,501,23.209437468539832
ols,501,10000,STATIC,ols,90,2.0,3.0,10000,501,ols,90,2.0,3.0,10000,501,23.204097635369155
2sls,501,10000,STATIC,2sls,140,1.25,2.5,10000,501,2sls,140,1.25,2.5,10000,501,23.028964328617114
ols,501,10000,STATIC,ols,120,2.0,2.5,10000,501,ols,120,2.0,2.5,10000,501,23.02162661005626
ols,501,10000,STATIC,ols,110,1.25,3.0,10000,501,ols,110,1.25,3.0,10000,501,23.000754313695694
ols,501,10000,STATIC,ols,100,1.5,2.5,10000,501,ols,100,1.5,2.5,10000,501,22.984349158916153
2sls,501,10000,STATIC,2sls,120,0.75,3.0,10000,501,2sls,120,0.75,3.0,10000,501,22.97600651892057
2sls,501,10000,STATIC,2sls,90,1.75,3.0,10000,501,2sls,90,1.75,3.0,10000,501,22.9361177302667
2sls,501,10000,STATIC,2sls,120,1.0,2.5,10000,501,2sls,120,1.0,2.5,10000,501,22.894803579412432
2sls,501,10000,STATIC,2sls,150,1.75,2.0,10000,501,2sls,150,1.75,2.0,10000,501,22.865626283335448
2sls,501,10000,STATIC,2sls,90,1.5,2.5,10000,501,2sls,90,1.5,2.5,10000,501,22.86349410336383
2sls,501,10000,STATIC,2sls,130,1.25,2.5,10000,501,2sls,130,1.25,2.5,10000,501,22.85926919627454
ols,501,10000,STATIC,ols,80,1.25,3.0,10000,501,ols,80,1.25,3.0,10000,501,22.845842649281593
ols,501,10000,STATIC,ols,120,1.5,2.5,10000,501,ols,120,1.5,2.5,10000,501,22.83673005474789
ols,501,10000,STATIC,ols,100,1.0,3.0,10000,501,ols,100,1.0,3.0,10000,501,22.819956327567034
2sls,501,10000,STATIC,2sls,110,2.25,4.0,10000,501,2sls,110,2.25,4.0,10000,501,22.778062904325935
2sls,501,10000,STATIC,2sls,110,2.25,3.5,10000,501,2sls,110,2.25,3.5,10000,501,22.778062904325935
2sls,501,10000,STATIC,2sls,70,0.25,4.0,10000,501,2sls,70,0.25,4.0,10000,501,22.738451119903416
ols,501,10000,STATIC,ols,80,1.0,2.5,10000,501,ols,80,1.0,2.5,10000,501,22.72064207942455
2sls,501,10000,STATIC,2sls,90,0.25,2.5,10000,501,2sls,90,0.25,2.5,10000,501,22.703635348280578
2sls,501,10000,STATIC,2sls,100,1.75,3.0,10000,501,2sls,100,1.75,3.0,10000,501,22.64172580170859
2sls,501,10000,STATIC,2sls,70,0.75,3.5,10000,501,2sls,70,0.75,3.5,10000,501,22.58369363755562
ols,501,10000,STATIC,ols,150,1.75,2.0,10000,501,ols,150,1.75,2.0,10000,501,22.433973099480415
2sls,501,10000,STATIC,2sls,100,1.25,3.0,10000,501,2sls,100,1.25,3.0,10000,501,22.420487183908058
ols,501,10000,STATIC,ols,90,1.5,2.5,10000,501,ols,90,1.5,2.5,10000,501,22.4022068450209
2sls,501,10000,STATIC,2sls,110,0.5,3.0,10000,501,2sls,110,0.5,3.0,10000,501,22.323487082465476
2sls,501,10000,STATIC,2sls,100,1.0,3.0,10000,501,2sls,100,1.0,3.0,10000,501,22.315692006433906
ols,501,10000,STATIC,ols,120,0.75,3.0,10000,501,ols,120,0.75,3.0,10000,501,22.31149892837466
ols,501,10000,STATIC,ols,80,1.75,3.0,10000,501,ols,80,1.75,3.0,10000,501,22.295779598364824
ols,501,10000,STATIC,ols,90,1.75,3.0,10000,501,ols,90,1.75,3.0,10000,501,22.28528060988217
ols,501,10000,STATIC,ols,150,2.0,2.5,10000,501,ols,150,2.0,2.5,10000,501,22.24211556126554
2sls,501,10000,STATIC,2sls,80,2.25,4.0,10000,501,2sls,80,2.25,4.0,10000,501,22.188312202860416
2sls,501,10000,STATIC,2sls,120,2.5,4.0,10000,501,2sls,120,2.5,4.0,10000,501,22.1715794219218
ols,501,10000,STATIC,ols,140,1.25,2.0,10000,501,ols,140,1.25,2.0,10000,501,22.167146761205714
2sls,501,10000,STATIC,2sls,100,0.5,3.0,10000,501,2sls,100,0.5,3.0,10000,501,22.160711270961656
ols,501,10000,STATIC,ols,120,2.5,4.0,10000,501,ols,120,2.5,4.0,10000,501,22.1329482513386
ols,501,10000,STATIC,ols,90,0.25,3.0,10000,501,ols,90,0.25,3.0,10000,501,22.117391347060547
2sls,501,10000,STATIC,2sls,110,2.5,3.5,10000,501,2sls,110,2.5,3.5,10000,501,22.101720509947626
2sls,501,10000,STATIC,2sls,110,2.5,4.0,10000,501,2sls,110,2.5,4.0,10000,501,22.101720509947626
ols,501,10000,STATIC,ols,70,0.75,4.0,10000,501,ols,70,0.75,4.0,10000,501,22.089520206987665
2sls,501,10000,STATIC,2sls,80,1.0,2.5,10000,501,2sls,80,1.0,2.5,10000,501,22.072687030075706
2sls,501,10000,STATIC,2sls,70,2.25,4.0,10000,501,2sls,70,2.25,4.0,10000,501,22.048848395721496
2sls,501,10000,STATIC,2sls,130,1.5,2.0,10000,501,2sls,130,1.5,2.0,10000,501,22.03883072763131
2sls,501,10000,STATIC,2sls,110,1.75,2.5,10000,501,2sls,110,1.75,2.5,10000,501,21.916069432611295
ols,501,10000,STATIC,ols,110,1.5,2.5,10000,501,ols,110,1.5,2.5,10000,501,21.866626605410413
ols,501,10000,STATIC,ols,130,1.5,2.0,10000,501,ols,130,1.5,2.0,10000,501,21.86661205819514
2sls,501,10000,STATIC,2sls,70,0.25,3.5,10000,501,2sls,70,0.25,3.5,10000,501,21.854039790196687
ols,501,10000,STATIC,ols,110,1.0,3.0,10000,501,ols,110,1.0,3.0,10000,501,21.850626161453796
2sls,501,10000,STATIC,2sls,70,1.75,2.0,10000,501,2sls,70,1.75,2.0,10000,501,21.848502934247062
ols,501,10000,STATIC,ols,110,2.5,4.0,10000,501,ols,110,2.5,4.0,10000,501,21.81165867817847
ols,501,10000,STATIC,ols,110,2.5,3.5,10000,501,ols,110,2.5,3.5,10000,501,21.81165867817847
2sls,501,10000,STATIC,2sls,120,2.25,2.5,10000,501,2sls,120,2.25,2.5,10000,501,21.804727803215602
2sls,501,10000,STATIC,2sls,80,2.25,3.5,10000,501,2sls,80,2.25,3.5,10000,501,21.80327102404599
2sls,501,10000,STATIC,2sls,120,2.5,3.5,10000,501,2sls,120,2.5,3.5,10000,501,21.767879381131884
2sls,501,10000,STATIC,2sls,150,2.0,2.5,10000,501,2sls,150,2.0,2.5,10000,501,21.76753436208887
2sls,501,10000,STATIC,2sls,100,2.25,4.0,10000,501,2sls,100,2.25,4.0,10000,501,21.761274602626727
2sls,501,10000,STATIC,2sls,100,2.25,3.5,10000,501,2sls,100,2.25,3.5,10000,501,21.761274602626727
ols,501,10000,STATIC,ols,120,2.5,3.5,10000,501,ols,120,2.5,3.5,10000,501,21.713884651751965
2sls,501,10000,STATIC,2sls,110,1.0,3.0,10000,501,2sls,110,1.0,3.0,10000,501,21.699654991836006
2sls,501,10000,STATIC,2sls,80,1.75,3.0,10000,501,2sls,80,1.75,3.0,10000,501,21.694051615553494
ols,501,10000,STATIC,ols,150,0.5,2.0,10000,501,ols,150,0.5,2.0,10000,501,21.653205406717383
2sls,501,10000,STATIC,2sls,120,1.75,2.0,10000,501,2sls,120,1.75,2.0,10000,501,21.648936758080513
2sls,501,10000,STATIC,2sls,70,1.0,4.0,10000,501,2sls,70,1.0,4.0,10000,501,21.643228762568185
ols,501,10000,STATIC,ols,70,0.75,3.5,10000,501,ols,70,0.75,3.5,10000,501,21.636401760232545
2sls,501,10000,STATIC,2sls,120,0.5,2.5,10000,501,2sls,120,0.5,2.5,10000,501,21.60104434053782
2sls,501,10000,STATIC,2sls,140,1.25,2.0,10000,501,2sls,140,1.25,2.0,10000,501,21.59366395890578
2sls,501,10000,STATIC,2sls,130,1.0,2.5,10000,501,2sls,130,1.0,2.5,10000,501,21.471985763782833
ols,501,10000,STATIC,ols,70,2.25,4.0,10000,501,ols,70,2.25,4.0,10000,501,21.46506582946078
2sls,501,10000,STATIC,2sls,130,0.25,3.0,10000,501,2sls,130,0.25,3.0,10000,501,21.459533998011374
2sls,501,10000,STATIC,2sls,70,0.75,3.0,10000,501,2sls,70,0.75,3.0,10000,501,21.391153870172815
ols,501,10000,STATIC,ols,70,0.25,4.0,10000,501,ols,70,0.25,4.0,10000,501,21.354632938850415
ols,501,10000,STATIC,ols,130,0.25,3.0,10000,501,ols,130,0.25,3.0,10000,501,21.342685079126497
2sls,501,10000,STATIC,2sls,150,0.5,2.0,10000,501,2sls,150,0.5,2.0,10000,501,21.330401494783985
ols,501,10000,STATIC,ols,90,0.5,3.0,10000,501,ols,90,0.5,3.0,10000,501,21.290707903940984
ols,501,10000,STATIC,ols,80,1.5,3.0,10000,501,ols,80,1.5,3.0,10000,501,21.28422155191584
2sls,501,10000,STATIC,2sls,110,0.25,2.5,10000,501,2sls,110,0.25,2.5,10000,501,21.272845664792435
ols,501,10000,STATIC,ols,150,2.5,4.0,10000,501,ols,150,2.5,4.0,10000,501,21.267126508042214
ols,501,10000,STATIC,ols,100,2.25,4.0,10000,501,ols,100,2.25,4.0,10000,501,21.18974706601447
ols,501,10000,STATIC,ols,100,2.25,3.5,10000,501,ols,100,2.25,3.5,10000,501,21.18974706601447
2sls,501,10000,STATIC,2sls,90,0.5,2.5,10000,501,2sls,90,0.5,2.5,10000,501,21.15149293711852
2sls,501,10000,STATIC,2sls,70,2.25,3.5,10000,501,2sls,70,2.25,3.5,10000,501,21.146682486385412
ols,501,10000,STATIC,ols,80,2.25,3.0,10000,501,ols,80,2.25,3.0,10000,501,21.015584892828468
2sls,501,10000,STATIC,2sls,110,0.75,3.5,10000,501,2sls,110,0.75,3.5,10000,501,20.948916766963414
2sls,501,10000,STATIC,2sls,110,0.75,4.0,10000,501,2sls,110,0.75,4.0,10000,501,20.948916766963414
ols,501,10000,STATIC,ols,70,2.25,3.5,10000,501,ols,70,2.25,3.5,10000,501,20.945996409766444
2sls,501,10000,STATIC,2sls,100,0.75,4.0,10000,501,2sls,100,0.75,4.0,10000,501,20.943059185690068
2sls,501,10000,STATIC,2sls,100,0.75,3.5,10000,501,2sls,100,0.75,3.5,10000,501,20.943059185690068
ols,501,10000,STATIC,ols,60,2.25,4.0,10000,501,ols,60,2.25,4.0,10000,501,20.92666859730572
ols,501,10000,STATIC,ols,110,0.5,3.0,10000,501,ols,110,0.5,3.0,10000,501,20.900189658848447
2sls,501,10000,STATIC,2sls,90,1.25,3.0,10000,501,2sls,90,1.25,3.0,10000,501,20.895632556359438
ols,501,10000,STATIC,ols,70,0.25,3.5,10000,501,ols,70,0.25,3.5,10000,501,20.87678692456022
ols,501,10000,STATIC,ols,150,2.5,3.5,10000,501,ols,150,2.5,3.5,10000,501,20.856479828243526
ols,501,10000,STATIC,ols,90,1.25,3.0,10000,501,ols,90,1.25,3.0,10000,501,20.826786736759836
2sls,501,10000,STATIC,2sls,70,1.0,3.5,10000,501,2sls,70,1.0,3.5,10000,501,20.81447668547841
2sls,501,10000,STATIC,2sls,80,1.5,3.0,10000,501,2sls,80,1.5,3.0,10000,501,20.773311640557417
2sls,501,10000,STATIC,2sls,70,0.25,3.0,10000,501,2sls,70,0.25,3.0,10000,501,20.700378769297878
ols,501,10000,STATIC,ols,60,2.25,3.5,10000,501,ols,60,2.25,3.5,10000,501,20.68729612686732
ols,501,10000,STATIC,ols,70,0.75,3.0,10000,501,ols,70,0.75,3.0,10000,501,20.606169244378478
ols,501,10000,STATIC,ols,100,0.75,3.0,10000,501,ols,100,0.75,3.0,10000,501,20.56220360723305
ols,501,10000,STATIC,ols,90,1.75,2.0,10000,501,ols,90,1.75,2.0,10000,501,20.446932245611528
2sls,501,10000,STATIC,2sls,70,2.25,3.0,10000,501,2sls,70,2.25,3.0,10000,501,20.395133456183792
2sls,501,10000,STATIC,2sls,80,0.25,2.5,10000,501,2sls,80,0.25,2.5,10000,501,20.37646934405558
2sls,501,10000,STATIC,2sls,110,1.25,2.5,10000,501,2sls,110,1.25,2.5,10000,501,20.375414066484552
ols,501,10000,STATIC,ols,70,1.0,4.0,10000,501,ols,70,1.0,4.0,10000,501,20.360881713580554
ols,501,10000,STATIC,ols,130,2.5,4.0,10000,501,ols,130,2.5,4.0,10000,501,20.335609309081715
ols,501,10000,STATIC,ols,70,2.25,3.0,10000,501,ols,70,2.25,3.0,10000,501,20.321710571002072
ols,501,10000,STATIC,ols,120,1.5,2.0,10000,501,ols,120,1.5,2.0,10000,501,20.219796200710775
2sls,501,10000,STATIC,2sls,70,1.5,4.0,10000,501,2sls,70,1.5,4.0,10000,501,20.19509103088948
ols,501,10000,STATIC,ols,90,0.25,2.5,10000,501,ols,90,0.25,2.5,10000,501,19.993793579907752
ols,501,10000,STATIC,ols,110,0.25,2.5,10000,501,ols,110,0.25,2.5,10000,501,19.95329119864811
ols,501,10000,STATIC,ols,130,2.5,3.5,10000,501,ols,130,2.5,3.5,10000,501,19.91828755154684
ols,501,10000,STATIC,ols,70,1.0,3.5,10000,501,ols,70,1.0,3.5,10000,501,19.916963212408007
ols,501,10000,STATIC,ols,70,0.25,3.0,10000,501,ols,70,0.25,3.0,10000,501,19.897801350837852
2sls,501,10000,STATIC,2sls,90,1.75,2.5,10000,501,2sls,90,1.75,2.5,10000,501,19.836853813887885
2sls,501,10000,STATIC,2sls,70,1.25,4.0,10000,501,2sls,70,1.25,4.0,10000,501,19.8034414870368
2sls,501,10000,STATIC,2sls,80,1.25,2.5,10000,501,2sls,80,1.25,2.5,10000,501,19.678078394652516
ols,501,10000,STATIC,ols,110,1.75,2.5,10000,501,ols,110,1.75,2.5,10000,501,19.671841915340025
2sls,501,10000,STATIC,2sls,120,1.5,2.0,10000,501,2sls,120,1.5,2.0,10000,501,19.64734373401663
2sls,501,10000,STATIC,2sls,80,2.0,2.5,10000,501,2sls,80,2.0,2.5,10000,501,19.599658329335064
ols,501,10000,STATIC,ols,110,1.25,2.5,10000,501,ols,110,1.25,2.5,10000,501,19.57221935354412
2sls,501,10000,STATIC,2sls,130,0.5,2.0,10000,501,2sls,130,0.5,2.0,10000,501,19.5667051703037
ols,501,10000,STATIC,ols,70,1.25,4.0,10000,501,ols,70,1.25,4.0,10000,501,19.559529106896697
2sls,501,10000,STATIC,2sls,70,1.0,3.0,10000,501,2sls,70,1.0,3.0,10000,501,19.532848865502828
ols,501,10000,STATIC,ols,80,0.25,2.5,10000,501,ols,80,0.25,2.5,10000,501,19.516615610117974
ols,501,10000,STATIC,ols,100,0.5,2.5,10000,501,ols,100,0.5,2.5,10000,501,19.471130124964034
2sls,501,10000,STATIC,2sls,60,2.25,4.0,10000,501,2sls,60,2.25,4.0,10000,501,19.45345382762843
ols,501,10000,STATIC,ols,70,1.75,2.0,10000,501,ols,70,1.75,2.0,10000,501,19.40269768838684
2sls,501,10000,STATIC,2sls,110,2.0,2.5,10000,501,2sls,110,2.0,2.5,10000,501,19.39928681264661
ols,501,10000,STATIC,ols,110,2.25,3.0,10000,501,ols,110,2.25,3.0,10000,501,19.372538585526705
2sls,501,10000,STATIC,2sls,70,1.5,3.5,10000,501,2sls,70,1.5,3.5,10000,501,19.346481757003446
2sls,501,10000,STATIC,2sls,80,0.5,2.5,10000,501,2sls,80,0.5,2.5,10000,501,19.33601285921936
ols,501,10000,STATIC,ols,80,2.0,2.5,10000,501,ols,80,2.0,2.5,10000,501,19.228073539545882
2sls,501,10000,STATIC,2sls,70,0.5,4.0,10000,501,2sls,70,0.5,4.0,10000,501,19.20969239090288
ols,501,10000,STATIC,ols,90,1.75,2.5,10000,501,ols,90,1.75,2.5,10000,501,19.113142100200225
ols,501,10000,STATIC,ols,70,1.25,3.5,10000,501,ols,70,1.25,3.5,10000,501,19.088447021990085
ols,501,10000,STATIC,ols,90,0.5,2.5,10000,501,ols,90,0.5,2.5,10000,501,19.048176864523512
ols,501,10000,STATIC,ols,110,0.75,3.5,10000,501,ols,110,0.75,3.5,10000,501,19.022857535168164
ols,501,10000,STATIC,ols,110,0.75,4.0,10000,501,ols,110,0.75,4.0,10000,501,19.022857535168164
ols,501,10000,STATIC,ols,120,0.25,2.5,10000,501,ols,120,0.25,2.5,10000,501,18.989836444706313
2sls,501,10000,STATIC,2sls,80,2.25,3.0,10000,501,2sls,80,2.25,3.0,10000,501,18.977472163569242
ols,501,10000,STATIC,ols,120,1.25,2.5,10000,501,ols,120,1.25,2.5,10000,501,18.970903274794146
ols,501,10000,STATIC,ols,100,1.25,2.5,10000,501,ols,100,1.25,2.5,10000,501,18.964065540806345
2sls,501,10000,STATIC,2sls,70,1.25,3.5,10000,501,2sls,70,1.25,3.5,10000,501,18.945171428926088
2sls,501,10000,STATIC,2sls,110,0.5,2.5,10000,501,2sls,110,0.5,2.5,10000,501,18.926982091515974
2sls,501,10000,STATIC,2sls,140,0.25,2.5,10000,501,2sls,140,0.25,2.5,10000,501,18.8704592797039
ols,501,10000,STATIC,ols,130,0.5,2.0,10000,501,ols,130,0.5,2.0,10000,501,18.862633820323495
2sls,501,10000,STATIC,2sls,120,2.5,3.0,10000,501,2sls,120,2.5,3.0,10000,501,18.857379662471438
ols,501,10000,STATIC,ols,70,1.0,3.0,10000,501,ols,70,1.0,3.0,10000,501,18.81398818478918
ols,501,10000,STATIC,ols,110,2.0,2.5,10000,501,ols,110,2.0,2.5,10000,501,18.811685467852048
ols,501,10000,STATIC,ols,120,2.5,3.0,10000,501,ols,120,2.5,3.0,10000,501,18.795581875171756
2sls,501,10000,STATIC,2sls,100,2.25,3.0,10000,501,2sls,100,2.25,3.0,10000,501,18.787530177255217
2sls,501,10000,STATIC,2sls,60,2.25,3.5,10000,501,2sls,60,2.25,3.5,10000,501,18.751594521113148
ols,501,10000,STATIC,ols,60,2.25,3.0,10000,501,ols,60,2.25,3.0,10000,501,18.7035969194762
ols,501,10000,STATIC,ols,140,1.0,2.5,10000,501,ols,140,1.0,2.5,10000,501,18.643693447680214
2sls,501,10000,STATIC,2sls,90,1.25,2.5,10000,501,2sls,90,1.25,2.5,10000,501,18.557254405426733
2sls,501,10000,STATIC,2sls,110,1.0,2.5,10000,501,2sls,110,1.0,2.5,10000,501,18.53557417449626
ols,501,10000,STATIC,ols,100,2.25,3.0,10000,501,ols,100,2.25,3.0,10000,501,18.526641572667838
ols,501,10000,STATIC,ols,90,1.25,2.5,10000,501,ols,90,1.25,2.5,10000,501,18.46857771637771
ols,501,10000,STATIC,ols,110,1.0,2.5,10000,501,ols,110,1.0,2.5,10000,501,18.45400957574889
2sls,501,10000,STATIC,2sls,60,2.5,3.0,10000,501,2sls,60,2.5,3.0,10000,501,18.40268881015703
ols,501,10000,STATIC,ols,100,1.0,2.5,10000,501,ols,100,1.0,2.5,10000,501,18.398277296572488
ols,501,10000,STATIC,ols,150,0.75,2.0,10000,501,ols,150,0.75,2.0,10000,501,18.353337187230856
2sls,501,10000,STATIC,2sls,70,0.5,3.5,10000,501,2sls,70,0.5,3.5,10000,501,18.341223777200348
ols,501,10000,STATIC,ols,120,0.5,2.0,10000,501,ols,120,0.5,2.0,10000,501,18.33481439802435
2sls,501,10000,STATIC,2sls,70,1.5,3.0,10000,501,2sls,70,1.5,3.0,10000,501,18.230927581411322
ols,501,10000,STATIC,ols,70,1.5,4.0,10000,501,ols,70,1.5,4.0,10000,501,18.101015046041837
ols,501,10000,STATIC,ols,140,2.5,4.0,10000,501,ols,140,2.5,4.0,10000,501,18.100045980231577
ols,501,10000,STATIC,ols,140,2.5,3.5,10000,501,ols,140,2.5,3.5,10000,501,18.100045980231577
2sls,501,10000,STATIC,2sls,100,1.25,2.5,10000,501,2sls,100,1.25,2.5,10000,501,18.089341680477872
ols,501,10000,STATIC,ols,80,1.25,2.5,10000,501,ols,80,1.25,2.5,10000,501,18.04976933359574
ols,501,10000,STATIC,ols,70,1.25,3.0,10000,501,ols,70,1.25,3.0,10000,501,18.02498950622745
2sls,501,10000,STATIC,2sls,100,1.0,2.5,10000,501,2sls,100,1.0,2.5,10000,501,18.02200410915755
2sls,501,10000,STATIC,2sls,110,2.25,3.0,10000,501,2sls,110,2.25,3.0,10000,501,17.99969940514988
ols,501,10000,STATIC,ols,80,0.5,2.5,10000,501,ols,80,0.5,2.5,10000,501,17.97714374713631
ols,501,10000,STATIC,ols,100,1.75,2.5,10000,501,ols,100,1.75,2.5,10000,501,17.928893787787928
ols,501,10000,STATIC,ols,120,1.0,2.0,10000,501,ols,120,1.0,2.0,10000,501,17.88585355250823
ols,501,10000,STATIC,ols,140,0.25,2.5,10000,501,ols,140,0.25,2.5,10000,501,17.861327787652378
2sls,501,10000,STATIC,2sls,100,0.75,3.0,10000,501,2sls,100,0.75,3.0,10000,501,17.84170828258896
2sls,501,10000,STATIC,2sls,150,2.5,4.0,10000,501,2sls,150,2.5,4.0,10000,501,17.83385105240765
2sls,501,10000,STATIC,2sls,90,2.0,2.5,10000,501,2sls,90,2.0,2.5,10000,501,17.832571455449777
2sls,501,10000,STATIC,2sls,120,1.25,2.5,10000,501,2sls,120,1.25,2.5,10000,501,17.831564345823615
2sls,501,10000,STATIC,2sls,70,2.0,2.5,10000,501,2sls,70,2.0,2.5,10000,501,17.831021768022588
ols,501,10000,STATIC,ols,70,2.0,2.5,10000,501,ols,70,2.0,2.5,10000,501,17.790352599836243
2sls,501,10000,STATIC,2sls,120,1.0,2.0,10000,501,2sls,120,1.0,2.0,10000,501,17.779293715738426
2sls,501,10000,STATIC,2sls,120,0.25,2.5,10000,501,2sls,120,0.25,2.5,10000,501,17.7236901554556
2sls,501,10000,STATIC,2sls,70,1.25,3.0,10000,501,2sls,70,1.25,3.0,10000,501,17.69806545543254
ols,501,10000,STATIC,ols,70,1.5,3.5,10000,501,ols,70,1.5,3.5,10000,501,17.638891493709714
ols,501,10000,STATIC,ols,120,2.25,2.5,10000,501,ols,120,2.25,2.5,10000,501,17.582003236810536
2sls,501,10000,STATIC,2sls,100,1.75,2.5,10000,501,2sls,100,1.75,2.5,10000,501,17.57852166653036
2sls,501,10000,STATIC,2sls,100,0.5,2.5,10000,501,2sls,100,0.5,2.5,10000,501,17.535755098559683
ols,501,10000,STATIC,ols,70,0.5,4.0,10000,501,ols,70,0.5,4.0,10000,501,17.509246003408222
2sls,501,10000,STATIC,2sls,60,2.25,3.0,10000,501,2sls,60,2.25,3.0,10000,501,17.504282796309838
2sls,501,10000,STATIC,2sls,150,0.75,2.0,10000,501,2sls,150,0.75,2.0,10000,501,17.49713452234831
2sls,501,10000,STATIC,2sls,100,0.25,2.0,10000,501,2sls,100,0.25,2.0,10000,501,17.447956958113068
2sls,501,10000,STATIC,2sls,150,2.5,3.5,10000,501,2sls,150,2.5,3.5,10000,501,17.42615567796793
ols,501,10000,STATIC,ols,60,2.5,3.0,10000,501,ols,60,2.5,3.0,10000,501,17.354945051489313
2sls,501,10000,STATIC,2sls,90,1.75,2.0,10000,501,2sls,90,1.75,2.0,10000,501,17.299562682452976
2sls,501,10000,STATIC,2sls,140,1.0,2.5,10000,501,2sls,140,1.0,2.5,10000,501,17.270415038229174
2sls,501,10000,STATIC,2sls,80,0.75,2.0,10000,501,2sls,80,0.75,2.0,10000,501,17.262930644581765
ols,501,10000,STATIC,ols,110,0.5,2.5,10000,501,ols,110,0.5,2.5,10000,501,17.252236351655114
2sls,501,10000,STATIC,2sls,70,0.5,3.0,10000,501,2sls,70,0.5,3.0,10000,501,17.175792917906442
ols,501,10000,STATIC,ols,120,2.0,2.0,10000,501,ols,120,2.0,2.0,10000,501,17.090913685732833
2sls,501,10000,STATIC,2sls,140,0.25,2.0,10000,501,2sls,140,0.25,2.0,10000,501,17.045555570588846
ols,501,10000,STATIC,ols,70,0.5,3.5,10000,501,ols,70,0.5,3.5,10000,501,17.037184137947243
ols,501,10000,STATIC,ols,100,2.5,3.5,10000,501,ols,100,2.5,3.5,10000,501,16.949879057429417
ols,501,10000,STATIC,ols,100,2.5,4.0,10000,501,ols,100,2.5,4.0,10000,501,16.949879057429417
ols,501,10000,STATIC,ols,70,2.5,4.0,10000,501,ols,70,2.5,4.0,10000,501,16.746910067077
2sls,501,10000,STATIC,2sls,110,0.75,3.0,10000,501,2sls,110,0.75,3.0,10000,501,16.722675638674517
ols,501,10000,STATIC,ols,70,1.5,3.0,10000,501,ols,70,1.5,3.0,10000,501,16.705546487508492
2sls,501,10000,STATIC,2sls,130,0.75,2.0,10000,501,2sls,130,0.75,2.0,10000,501,16.698544007509952
2sls,501,10000,STATIC,2sls,120,0.5,2.0,10000,501,2sls,120,0.5,2.0,10000,501,16.694343368964027
ols,501,10000,STATIC,ols,60,2.5,4.0,10000,501,ols,60,2.5,4.0,10000,501,16.646674726811053
ols,501,10000,STATIC,ols,70,2.5,3.5,10000,501,ols,70,2.5,3.5,10000,501,16.5425076326179
2sls,501,10000,STATIC,2sls,70,2.5,4.0,10000,501,2sls,70,2.5,4.0,10000,501,16.47933071154846
2sls,501,10000,STATIC,2sls,60,2.5,4.0,10000,501,2sls,60,2.5,4.0,10000,501,16.43332104843775
ols,501,10000,STATIC,ols,100,0.25,2.0,10000,501,ols,100,0.25,2.0,10000,501,16.418249637273554
ols,501,10000,STATIC,ols,90,2.0,2.5,10000,501,ols,90,2.0,2.5,10000,501,16.412097643600376
ols,501,10000,STATIC,ols,60,2.5,3.5,10000,501,ols,60,2.5,3.5,10000,501,16.407595174112412
ols,501,10000,STATIC,ols,70,2.5,3.0,10000,501,ols,70,2.5,3.0,10000,501,16.40534606623265
ols,501,10000,STATIC,ols,130,0.25,2.5,10000,501,ols,130,0.25,2.5,10000,501,16.39920050179503
ols,501,10000,STATIC,ols,70,1.75,2.5,10000,501,ols,70,1.75,2.5,10000,501,16.377207747608743
2sls,501,10000,STATIC,2sls,70,1.75,2.5,10000,501,2sls,70,1.75,2.5,10000,501,16.374873009175314
