ADAPTIVE_START_DAY,POSITION_SIZE,STATIC_PARAMS.ZSCORE_LOOKBACK,STATIC_PARAMS.ENTRY_THRESHOLD,STATIC_PARAMS.STOP_LOSS_THRESHOLD,ADAPTIVE_PARAMS.ZSCORE_LOOKBACK,ADAPTIVE_PARAMS.ENTRY_THRESHOLD,ADAPTIVE_PARAMS.STOP_LOSS_THRESHOLD,score
601,10000,120,1.5,2.5,90,1.5,4.0,32.46516300299444
601,10000,120,1.5,2.5,90,1.5,3.5,32.46516300299444
501,10000,60,2.5,3.0,120,1.5,2.5,32.45620896122123
501,10000,60,2.5,3.0,120,1.0,4.0,32.454244007850185
501,10000,60,2.5,3.0,120,1.0,3.5,32.454244007850185
601,10000,120,1.0,3.0,60,1.0,4.0,32.447617000536674
601,10000,120,1.0,3.0,60,1.0,3.5,32.447617000536674
301,10000,90,2.0,2.5,120,1.5,2.5,32.43438482203388
401,10000,120,1.5,3.5,90,1.0,3.0,32.43198114792541
401,10000,60,1.5,4.0,120,1.0,3.5,32.43006874966692
401,10000,60,1.5,4.0,120,1.0,4.0,32.43006874966692
601,10000,90,1.5,2.5,120,1.5,3.0,32.42200647616561
401,10000,60,2.5,2.5,120,1.5,3.0,32.41772393092032
501,10000,120,1.0,3.5,60,1.0,3.0,32.409045187890676
501,10000,90,2.5,4.0,120,1.5,3.5,32.40523780175825
501,10000,90,2.5,4.0,120,1.5,4.0,32.40523780175825
501,10000,90,2.5,3.5,120,1.5,4.0,32.40523780175825
501,10000,90,2.5,3.5,120,1.5,3.5,32.40523780175825
501,10000,120,1.5,4.0,90,1.5,2.5,32.402487047771636
601,10000,90,1.5,4.0,90,1.5,3.0,32.36844303491858
601,10000,90,1.5,3.5,90,1.5,3.0,32.36844303491858
501,10000,60,2.0,3.5,120,1.5,3.0,32.36673524402217
501,10000,120,2.5,3.0,120,1.0,3.5,32.347042190637
501,10000,120,2.5,3.0,120,1.0,4.0,32.347042190637
401,10000,60,2.5,3.0,120,1.0,3.0,32.34042331045983
501,10000,120,1.5,3.5,60,1.0,3.5,32.33854579365528
501,10000,120,1.5,3.5,60,1.0,4.0,32.33854579365528
501,10000,120,2.0,3.5,60,1.0,2.5,32.330071952841315
301,10000,90,1.0,3.0,120,1.5,2.5,32.309200476267335
301,10000,60,2.0,2.5,120,1.5,3.0,32.30790953507678
401,10000,60,1.5,3.5,120,1.0,4.0,32.29250646021541
401,10000,60,1.5,3.5,120,1.0,3.5,32.29250646021541
601,10000,120,2.0,3.0,60,1.0,3.5,32.28027175941661
601,10000,120,2.0,3.0,60,1.0,4.0,32.28027175941661
501,10000,90,2.0,4.0,90,1.0,3.5,32.27377893617973
501,10000,90,2.0,3.5,90,1.0,4.0,32.27377893617973
501,10000,90,2.0,4.0,90,1.0,4.0,32.27377893617973
501,10000,90,2.0,3.5,90,1.0,3.5,32.27377893617973
401,10000,120,2.5,4.0,120,1.0,3.5,32.27272059305659
401,10000,120,2.5,4.0,120,1.0,4.0,32.27272059305659
301,10000,90,1.0,3.5,120,1.0,3.5,32.27240764997771
301,10000,90,1.0,3.5,120,1.0,4.0,32.27240764997771
301,10000,90,1.0,4.0,120,1.0,3.5,32.27240764997771
301,10000,90,1.0,4.0,120,1.0,4.0,32.27240764997771
501,10000,120,1.5,4.0,60,1.0,3.0,32.27149528655392
301,10000,90,2.0,3.5,120,1.0,2.5,32.269853758615334
301,10000,90,2.0,4.0,120,1.0,2.5,32.269853758615334
401,10000,60,2.0,3.0,120,1.5,2.5,32.26257801020839
501,10000,90,1.0,2.5,90,1.0,4.0,32.257003372943245
501,10000,90,1.0,2.5,90,1.0,3.5,32.257003372943245
601,10000,120,1.0,3.0,60,1.0,3.0,32.24770330935403
301,10000,120,1.0,3.5,120,1.0,3.0,32.24648816880207
401,10000,120,1.0,2.5,120,1.5,2.5,32.2261217141392
301,10000,120,2.5,4.0,120,1.0,4.0,32.21025286581659
301,10000,120,2.5,4.0,120,1.0,3.5,32.21025286581659
501,10000,90,1.5,3.5,90,1.5,4.0,32.20921777433603
501,10000,90,1.5,3.5,90,1.5,3.5,32.20921777433603
501,10000,90,1.5,4.0,90,1.5,3.5,32.20921777433603
501,10000,90,1.5,4.0,90,1.5,4.0,32.20921777433603
401,10000,60,1.5,3.0,120,1.5,3.0,32.20597712228368
601,10000,90,1.0,3.0,120,1.5,4.0,32.19525451999298
601,10000,90,1.0,3.0,120,1.5,3.5,32.19525451999298
401,10000,120,1.5,3.0,90,1.0,3.0,32.18169694068542
501,10000,120,1.5,3.5,90,1.5,2.5,32.17346565177064
501,10000,90,1.5,3.0,90,1.0,4.0,32.172383172987836
501,10000,90,1.5,3.0,90,1.0,3.5,32.172383172987836
301,10000,60,2.0,4.0,120,1.0,2.5,32.136907479926215
401,10000,60,2.0,4.0,120,1.0,2.5,32.12738343708781
301,10000,60,2.0,3.5,120,1.0,2.5,32.12404503260634
601,10000,90,1.0,3.5,120,1.5,2.5,32.111322470919696
601,10000,90,1.0,4.0,120,1.5,2.5,32.111322470919696
501,10000,60,2.5,3.0,120,1.0,3.0,32.107596414458826
301,10000,90,1.5,3.5,120,1.0,2.5,32.097324665939716
301,10000,90,1.5,4.0,120,1.0,2.5,32.097324665939716
601,10000,120,1.5,4.0,60,1.5,2.5,32.08890325789151
601,10000,120,2.0,3.0,60,1.0,3.0,32.080205150593514
401,10000,90,1.5,3.0,120,1.0,2.5,32.07161009593687
501,10000,60,2.5,4.0,120,1.0,3.5,32.065646607299826
501,10000,60,2.5,4.0,120,1.0,4.0,32.065646607299826
601,10000,120,1.0,2.5,120,1.0,2.5,32.05793967049041
501,10000,60,2.5,4.0,120,1.5,2.5,32.057049684240624
301,10000,120,1.0,3.0,120,1.0,3.0,32.05672952484657
301,10000,120,1.5,4.0,120,1.0,2.5,32.04643812913129
601,10000,120,1.5,3.0,60,1.5,3.5,32.04569076919515
601,10000,120,1.5,3.0,60,1.5,4.0,32.04569076919515
601,10000,90,1.0,3.0,120,1.5,3.0,32.04372848426855
501,10000,120,1.5,3.5,60,1.0,3.0,32.040941637114635
601,10000,90,1.0,3.0,90,1.0,4.0,32.031724776679404
601,10000,90,1.0,3.0,90,1.0,3.5,32.031724776679404
501,10000,120,2.5,4.0,120,1.0,2.5,32.02152617850635
401,10000,120,2.5,3.5,120,1.0,3.5,32.020324854507805
401,10000,120,2.5,3.5,120,1.0,4.0,32.020324854507805
501,10000,90,1.0,3.0,90,1.5,3.0,32.01692023693007
301,10000,120,1.5,2.5,120,1.5,2.5,32.0163947859864
401,10000,60,1.5,4.0,120,1.0,3.0,32.014088211496514
601,10000,120,1.5,2.5,90,1.5,3.0,32.008853247161255
501,10000,120,2.5,3.0,120,1.0,3.0,32.0050973412728
601,10000,120,1.5,3.0,60,1.0,2.5,32.00442156912427
501,10000,90,2.5,3.5,120,1.5,3.0,32.00146699623173
501,10000,90,2.5,4.0,120,1.5,3.0,32.00146699623173
401,10000,90,2.0,3.0,90,1.0,3.5,31.998026762043715
401,10000,90,2.0,3.0,90,1.0,4.0,31.998026762043715
401,10000,60,2.0,3.5,120,1.0,2.5,31.989877131405784
601,10000,120,1.5,3.5,60,1.5,2.5,31.97429363758038
601,10000,120,2.0,2.5,120,1.5,3.5,31.969997377840805
601,10000,120,2.0,2.5,120,1.5,4.0,31.969997377840805
301,10000,120,2.5,3.5,120,1.0,3.5,31.9568130731135
301,10000,120,2.5,3.5,120,1.0,4.0,31.9568130731135
301,10000,120,1.5,2.5,120,1.0,4.0,31.940002018801238
301,10000,120,1.5,2.5,120,1.0,3.5,31.940002018801238
301,10000,120,2.0,2.5,90,1.0,3.5,31.937891881420512
301,10000,120,2.0,2.5,90,1.0,4.0,31.937891881420512
301,10000,90,1.5,4.0,90,1.0,3.5,31.93742648566169
301,10000,90,1.5,3.5,90,1.0,3.5,31.93742648566169
301,10000,90,1.5,3.5,90,1.0,4.0,31.93742648566169
301,10000,90,1.5,4.0,90,1.0,4.0,31.93742648566169
501,10000,120,1.0,3.0,90,1.5,2.5,31.934649914633546
501,10000,60,2.5,3.5,120,1.0,3.5,31.925853694786017
501,10000,60,2.5,3.5,120,1.0,4.0,31.925853694786017
501,10000,60,2.5,3.5,120,1.5,2.5,31.917140673991806
601,10000,120,2.5,4.0,120,1.5,4.0,31.9164671327839
601,10000,120,2.5,4.0,120,1.5,3.5,31.9164671327839
301,10000,120,1.5,4.0,90,1.0,4.0,31.907249640369642
301,10000,120,1.5,4.0,90,1.0,3.5,31.907249640369642
501,10000,90,1.0,3.5,90,1.5,2.5,31.892798528578496
501,10000,90,1.0,4.0,90,1.5,2.5,31.892798528578496
401,10000,120,2.5,4.0,120,1.0,3.0,31.878924249928158
401,10000,60,1.5,3.5,120,1.0,3.0,31.876542288754145
601,10000,120,1.0,2.5,90,1.5,3.5,31.865874477532458
601,10000,120,1.0,2.5,90,1.5,4.0,31.865874477532458
601,10000,120,1.5,3.0,60,1.5,3.0,31.86568891217872
401,10000,90,1.0,4.0,90,1.0,4.0,31.836642651611818
401,10000,90,1.0,3.5,90,1.0,3.5,31.836642651611818
401,10000,90,1.0,4.0,90,1.0,3.5,31.836642651611818
401,10000,90,1.0,3.5,90,1.0,4.0,31.836642651611818
601,10000,120,2.0,2.5,120,1.5,3.0,31.820844252515982
301,10000,120,1.5,3.5,120,1.0,2.5,31.815207476287696
401,10000,90,1.5,2.5,120,1.0,2.5,31.804307820743475
301,10000,90,1.0,3.0,120,1.0,4.0,31.78165188261874
301,10000,90,1.0,3.0,120,1.0,3.5,31.78165188261874
601,10000,120,2.5,3.5,120,1.5,4.0,31.781038094527865
601,10000,120,2.5,3.5,120,1.5,3.5,31.781038094527865
601,10000,90,1.5,3.0,120,1.0,2.5,31.777647174613115
401,10000,120,1.0,4.0,90,1.0,3.0,31.771527908415997
501,10000,120,2.5,3.5,120,1.0,2.5,31.770812107568403
601,10000,120,2.5,4.0,120,1.5,3.0,31.768938905422615
301,10000,90,1.0,2.5,120,1.5,2.5,31.749194552455066
301,10000,90,2.5,4.0,120,1.5,2.5,31.746963220014848
301,10000,90,2.5,3.5,120,1.5,2.5,31.746963220014848
601,10000,120,2.5,4.0,90,1.0,4.0,31.744856124434705
601,10000,120,2.5,4.0,90,1.0,3.5,31.744856124434705
401,10000,120,1.5,4.0,90,1.5,3.5,31.743655079435122
401,10000,120,1.5,4.0,90,1.5,4.0,31.743655079435122
401,10000,120,2.0,4.0,90,1.5,2.5,31.733779435116364
601,10000,90,1.5,2.5,90,1.0,4.0,31.7308501214102
601,10000,90,1.5,2.5,90,1.0,3.5,31.7308501214102
501,10000,60,2.5,4.0,120,1.0,3.0,31.71876763334444
301,10000,90,2.0,4.0,90,1.0,4.0,31.715287276125068
301,10000,90,2.0,4.0,90,1.0,3.5,31.715287276125068
301,10000,90,2.0,3.5,90,1.0,4.0,31.715287276125068
301,10000,90,2.0,3.5,90,1.0,3.5,31.715287276125068
401,10000,90,2.5,3.0,120,1.5,4.0,31.681379614015476
401,10000,90,2.5,3.0,120,1.5,3.5,31.681379614015476
301,10000,120,1.5,3.5,90,1.0,3.5,31.675114514267186
301,10000,120,1.5,3.5,90,1.0,4.0,31.675114514267186
501,10000,120,1.0,3.0,60,1.0,3.5,31.670760650057694
501,10000,120,1.0,3.0,60,1.0,4.0,31.670760650057694
501,10000,90,2.0,2.5,120,1.0,4.0,31.64508272709248
501,10000,90,2.0,2.5,120,1.0,3.5,31.64508272709248
601,10000,120,2.5,3.5,120,1.5,3.0,31.633542905068204
401,10000,120,2.5,3.5,120,1.0,3.0,31.626618854637762
501,10000,90,1.0,4.0,60,1.0,3.5,31.621281750278968
501,10000,90,1.0,3.5,60,1.0,3.5,31.621281750278968
501,10000,90,1.0,4.0,60,1.0,4.0,31.621281750278968
501,10000,90,1.0,3.5,60,1.0,4.0,31.621281750278968
301,10000,90,1.5,3.0,120,1.0,2.5,31.619741577855457
301,10000,120,1.5,3.0,120,1.0,2.5,31.614549608633844
501,10000,120,2.5,3.0,120,1.5,2.5,31.609305315567163
601,10000,120,2.5,3.5,90,1.0,4.0,31.606904002863327
601,10000,120,2.5,3.5,90,1.0,3.5,31.606904002863327
301,10000,60,2.0,4.0,90,1.0,4.0,31.583000290298678
301,10000,60,2.0,4.0,90,1.0,3.5,31.583000290298678
501,10000,60,2.5,3.5,120,1.0,3.0,31.5789871505843
301,10000,60,2.0,3.5,90,1.0,4.0,31.570183774469776
301,10000,60,2.0,3.5,90,1.0,3.5,31.570183774469776
401,10000,90,1.5,3.0,90,1.0,4.0,31.568520670790313
401,10000,90,1.5,3.0,90,1.0,3.5,31.568520670790313
401,10000,90,2.0,2.5,120,1.5,2.5,31.560982247663382
601,10000,90,1.0,3.0,90,1.0,3.0,31.556058701471812
501,10000,90,1.0,2.5,90,1.5,3.5,31.54995423774941
501,10000,90,1.0,2.5,90,1.5,4.0,31.54995423774941
601,10000,120,2.5,4.0,120,1.0,4.0,31.548638071025103
601,10000,120,2.5,4.0,120,1.0,3.5,31.548638071025103
401,10000,120,1.0,3.5,90,1.0,3.0,31.54235590817928
301,10000,60,1.5,4.0,120,1.0,3.5,31.53940049983617
301,10000,60,1.5,4.0,120,1.0,4.0,31.53940049983617
301,10000,60,1.5,3.5,120,1.0,3.5,31.52662514224916
301,10000,60,1.5,3.5,120,1.0,4.0,31.52662514224916
501,10000,90,1.0,3.0,90,1.0,2.5,31.518975536336505
401,10000,120,1.5,3.5,90,1.5,4.0,31.513899291212674
401,10000,120,1.5,3.5,90,1.5,3.5,31.513899291212674
301,10000,90,2.0,3.0,120,1.0,2.5,31.496342401528743
401,10000,120,2.0,3.5,90,1.5,2.5,31.491583515548445
301,10000,120,1.5,3.0,90,1.0,3.5,31.47615535952901
301,10000,120,1.5,3.0,90,1.0,4.0,31.47615535952901
601,10000,120,2.0,4.0,60,1.5,2.5,31.46397219196396
301,10000,90,1.5,3.0,90,1.0,4.0,31.460085290255357
301,10000,90,1.5,3.0,90,1.0,3.5,31.460085290255357
601,10000,120,2.5,4.0,120,1.0,3.0,31.45896554331019
401,10000,60,1.0,4.0,120,1.5,3.5,31.44322914047998
401,10000,60,1.0,4.0,120,1.5,4.0,31.44322914047998
601,10000,90,1.5,2.5,120,1.0,3.5,31.442957032381074
601,10000,90,1.5,2.5,120,1.0,4.0,31.442957032381074
501,10000,60,2.0,3.0,120,1.5,4.0,31.437143590013477
501,10000,60,2.0,3.0,120,1.5,3.5,31.437143590013477
301,10000,90,2.5,3.0,120,1.0,3.0,31.4257693910479
601,10000,90,1.0,3.0,120,1.0,3.5,31.423944809086933
601,10000,90,1.0,3.0,120,1.0,4.0,31.423944809086933
401,10000,60,2.5,4.0,120,1.5,2.5,31.41841606880318
501,10000,90,1.5,3.5,90,1.0,2.5,31.41557459980917
501,10000,90,1.5,4.0,90,1.0,2.5,31.41557459980917
601,10000,90,1.5,3.5,90,1.5,2.5,31.414741412762396
601,10000,90,1.5,4.0,90,1.5,2.5,31.414741412762396
601,10000,120,2.5,3.5,120,1.0,4.0,31.41146842850128
601,10000,120,2.5,3.5,120,1.0,3.5,31.41146842850128
501,10000,120,1.0,2.5,90,1.0,3.5,31.409381259751925
501,10000,120,1.0,2.5,90,1.0,4.0,31.409381259751925
601,10000,120,1.0,2.5,90,1.5,3.0,31.40908637034744
601,10000,90,1.0,4.0,120,1.0,2.5,31.403127530743404
601,10000,90,1.0,3.5,120,1.0,2.5,31.403127530743404
501,10000,120,1.0,3.0,60,1.0,3.0,31.370518664039075
301,10000,120,2.5,3.0,120,1.0,3.5,31.370096118630684
301,10000,120,2.5,3.0,120,1.0,4.0,31.370096118630684
501,10000,90,2.0,4.0,90,1.0,3.0,31.354385433265847
501,10000,90,2.0,3.5,90,1.0,3.0,31.354385433265847
601,10000,90,1.5,2.5,120,1.0,3.0,31.35169206310426
501,10000,90,1.0,2.5,90,1.0,3.0,31.33601966976707
601,10000,120,2.0,3.5,60,1.5,2.5,31.335103669160425
401,10000,90,2.0,4.0,90,1.0,3.0,31.333706782872817
401,10000,90,2.0,3.5,90,1.0,3.0,31.333706782872817
401,10000,120,1.5,4.0,90,1.0,2.5,31.332899376950074
601,10000,90,1.0,3.0,120,1.0,3.0,31.33222202893888
301,10000,60,2.0,3.0,120,1.0,2.5,31.325875751295804
601,10000,120,2.5,3.5,120,1.0,3.0,31.321813099577586
501,10000,90,1.0,4.0,60,1.0,3.0,31.321028271550794
501,10000,90,1.0,3.5,60,1.0,3.0,31.321028271550794
401,10000,60,1.0,3.5,120,1.5,4.0,31.306972035484968
401,10000,60,1.0,3.5,120,1.5,3.5,31.306972035484968
501,10000,90,2.0,2.5,120,1.0,3.0,31.297685232618974
401,10000,90,1.5,2.5,90,1.0,4.0,31.297023695124814
401,10000,90,1.5,2.5,90,1.0,3.5,31.297023695124814
501,10000,90,1.5,4.0,90,1.5,3.0,31.29376426497057
501,10000,90,1.5,3.5,90,1.5,3.0,31.29376426497057
401,10000,60,2.5,3.5,120,1.5,2.5,31.27856821971036
401,10000,120,1.0,3.0,90,1.0,3.0,31.273910559802168
601,10000,120,2.5,4.0,90,1.0,3.0,31.266479776460418
401,10000,120,1.5,3.0,90,1.5,3.5,31.259903296428682
401,10000,120,1.5,3.0,90,1.5,4.0,31.259903296428682
601,10000,90,1.5,2.5,90,1.0,3.0,31.254605059178182
501,10000,90,1.5,3.0,90,1.0,3.0,31.25202548353151
501,10000,120,1.5,3.0,60,1.0,4.0,31.242321660230594
501,10000,120,1.5,3.0,60,1.0,3.5,31.242321660230594
401,10000,120,1.5,2.5,120,1.0,2.5,31.23345928659017
601,10000,120,1.0,3.0,60,1.5,3.5,31.21443472023678
601,10000,120,1.0,3.0,60,1.5,4.0,31.21443472023678
501,10000,120,2.0,3.0,60,1.0,2.5,31.20028376989427
301,10000,90,1.0,2.5,120,1.0,4.0,31.19682926832988
301,10000,90,1.0,2.5,120,1.0,3.5,31.19682926832988
601,10000,120,1.0,3.0,60,1.0,2.5,31.195879027467228
601,10000,120,2.0,3.0,60,1.5,3.5,31.19535441772922
601,10000,120,2.0,3.0,60,1.5,4.0,31.19535441772922
601,10000,120,1.0,4.0,60,1.5,2.5,31.183907962292743
301,10000,90,1.0,4.0,120,1.0,3.0,31.171553088864016
301,10000,90,1.0,3.5,120,1.0,3.0,31.171553088864016
301,10000,60,1.5,4.0,120,1.5,2.5,31.13220042264126
601,10000,120,2.5,3.5,90,1.0,3.0,31.128536127377608
401,10000,90,1.0,3.0,120,1.0,2.5,31.12671016501455
301,10000,60,1.5,3.5,120,1.5,2.5,31.119252197081416
301,10000,120,2.5,4.0,120,1.0,3.0,31.118529295156726
501,10000,120,2.0,4.0,60,1.5,3.5,31.1049568909621
501,10000,120,2.0,4.0,60,1.5,4.0,31.1049568909621
401,10000,120,1.5,3.5,90,1.0,2.5,31.102207389141647
401,10000,120,2.0,2.5,120,1.0,2.5,31.093457982189175
601,10000,120,2.0,3.0,60,1.0,2.5,31.08439344275437
601,10000,90,1.5,3.0,90,1.5,3.5,31.083688050484966
601,10000,90,1.5,3.0,90,1.5,4.0,31.083688050484966
501,10000,120,1.5,3.0,90,1.5,2.5,31.0745179409312
601,10000,120,1.0,3.5,60,1.5,2.5,31.069420897135934
601,10000,120,1.5,2.5,90,1.5,2.5,31.056868659795107
601,10000,120,1.0,3.0,60,1.5,3.0,31.03360172282686
501,10000,60,2.0,3.0,120,1.5,3.0,31.02540536282349
601,10000,120,2.0,3.0,60,1.5,3.0,31.018088028334148
401,10000,90,1.0,2.5,120,1.0,2.5,31.016727348567336
401,10000,60,1.0,4.0,120,1.5,3.0,30.993227955799107
401,10000,120,1.0,2.5,120,1.0,2.5,30.990945366190246
401,10000,60,2.5,2.5,120,1.0,3.5,30.988945464932083
401,10000,60,2.5,2.5,120,1.0,4.0,30.988945464932083
401,10000,120,2.5,3.0,120,1.0,3.5,30.967778845251253
401,10000,120,2.5,3.0,120,1.0,4.0,30.967778845251253
401,10000,60,1.5,3.0,120,1.0,3.5,30.964113757775785
401,10000,60,1.5,3.0,120,1.0,4.0,30.964113757775785
401,10000,90,2.5,4.0,120,1.0,3.5,30.963767429768385
401,10000,90,2.5,3.5,120,1.0,4.0,30.963767429768385
401,10000,90,2.5,3.5,120,1.0,3.5,30.963767429768385
401,10000,90,2.5,4.0,120,1.0,4.0,30.963767429768385
301,10000,60,1.5,2.5,120,1.5,3.5,30.94825939816586
301,10000,60,1.5,2.5,120,1.5,4.0,30.94825939816586
501,10000,120,1.5,3.0,60,1.0,3.0,30.944681295114997
301,10000,90,2.0,3.0,90,1.0,3.5,30.942714127274414
301,10000,90,2.0,3.0,90,1.0,4.0,30.942714127274414
301,10000,90,1.5,2.5,120,1.0,2.5,30.93871017659925
301,10000,90,2.5,2.5,120,1.5,4.0,30.913303986650607
301,10000,90,2.5,2.5,120,1.5,3.5,30.913303986650607
501,10000,120,1.5,2.5,90,1.0,4.0,30.887494699059197
501,10000,120,1.5,2.5,90,1.0,3.5,30.887494699059197
401,10000,60,2.5,3.0,120,1.5,2.5,30.871951881933633
401,10000,90,2.5,3.0,120,1.5,3.0,30.87109301824713
301,10000,120,2.5,3.5,120,1.0,3.0,30.86522075477081
501,10000,120,2.0,3.5,60,1.5,4.0,30.863490011737035
501,10000,120,2.0,3.5,60,1.5,3.5,30.863490011737035
401,10000,60,1.0,3.5,120,1.5,3.0,30.85699226936766
501,10000,90,1.5,3.0,90,1.5,4.0,30.84703001197458
501,10000,90,1.5,3.0,90,1.5,3.5,30.84703001197458
301,10000,120,1.5,2.5,120,1.0,3.0,30.839932331292935
601,10000,120,2.0,2.5,90,1.0,4.0,30.825736508623994
601,10000,120,2.0,2.5,90,1.0,3.5,30.825736508623994
401,10000,120,1.0,4.0,90,1.5,4.0,30.81708545438901
401,10000,120,1.0,4.0,90,1.5,3.5,30.81708545438901
601,10000,90,1.0,3.0,90,1.0,2.5,30.814026460068497
401,10000,90,1.0,3.0,90,1.0,4.0,30.7755155191308
401,10000,90,1.0,3.0,90,1.0,3.5,30.7755155191308
301,10000,90,1.5,2.5,90,1.0,3.5,30.774545541579606
301,10000,90,1.5,2.5,90,1.0,4.0,30.774545541579606
301,10000,60,2.0,3.0,90,1.0,4.0,30.771641978475472
301,10000,60,2.0,3.0,90,1.0,3.5,30.771641978475472
401,10000,120,1.5,2.5,90,1.0,4.0,30.743442168775466
401,10000,120,1.5,2.5,90,1.0,3.5,30.743442168775466
501,10000,120,1.0,2.5,90,1.5,4.0,30.69672989085516
501,10000,120,1.0,2.5,90,1.5,3.5,30.69672989085516
601,10000,90,1.5,2.5,120,1.5,2.5,30.691150657551198
501,10000,90,2.0,3.0,90,1.0,4.0,30.689063402477395
501,10000,90,2.0,3.0,90,1.0,3.5,30.689063402477395
501,10000,90,2.5,3.5,120,1.0,3.5,30.684627237281415
501,10000,90,2.5,4.0,120,1.0,3.5,30.684627237281415
501,10000,90,2.5,4.0,120,1.0,4.0,30.684627237281415
501,10000,90,2.5,3.5,120,1.0,4.0,30.684627237281415
301,10000,90,1.0,3.0,120,1.0,3.0,30.68089336024847
501,10000,120,2.0,4.0,60,1.5,3.0,30.668399660327495
401,10000,90,1.0,2.5,90,1.0,3.5,30.65956600690769
401,10000,90,1.0,2.5,90,1.0,4.0,30.65956600690769
401,10000,120,2.0,3.0,90,1.5,2.5,30.648085006059777
401,10000,60,2.0,3.0,120,1.0,2.5,30.645560749195063
401,10000,120,2.0,2.5,90,1.0,4.0,30.63830503514103
401,10000,120,2.0,2.5,90,1.0,3.5,30.63830503514103
501,10000,90,1.0,2.5,90,1.5,3.0,30.633930175486917
601,10000,90,1.5,3.0,90,1.5,3.0,30.627491363157716
301,10000,60,1.5,3.0,120,1.0,3.5,30.622837936441435
301,10000,60,1.5,3.0,120,1.0,4.0,30.622837936441435
601,10000,120,2.5,4.0,90,1.0,2.5,30.611638174341017
401,10000,90,1.5,3.5,90,1.0,3.0,30.59309967482526
401,10000,90,1.5,4.0,90,1.0,3.0,30.59309967482526
401,10000,120,1.0,3.5,90,1.5,4.0,30.589732025709324
401,10000,120,1.0,3.5,90,1.5,3.5,30.589732025709324
401,10000,60,2.5,2.5,120,1.0,3.0,30.588431663073756
501,10000,90,1.5,2.5,90,1.0,4.0,30.581894804617953
501,10000,90,1.5,2.5,90,1.0,3.5,30.581894804617953
401,10000,90,2.5,3.5,120,1.0,3.0,30.56887206039276
401,10000,90,2.5,4.0,120,1.0,3.0,30.56887206039276
501,10000,90,2.5,3.0,120,1.5,4.0,30.559601038318647
501,10000,90,2.5,3.0,120,1.5,3.5,30.559601038318647
401,10000,60,1.5,3.0,120,1.0,3.0,30.548604738866764
301,10000,90,2.5,3.0,120,1.5,2.5,30.541691036355793
501,10000,90,2.0,3.5,90,1.5,4.0,30.541418938180495
501,10000,90,2.0,3.5,90,1.5,3.5,30.541418938180495
501,10000,90,2.0,4.0,90,1.5,3.5,30.541418938180495
501,10000,90,2.0,4.0,90,1.5,4.0,30.541418938180495
601,10000,90,1.0,3.5,90,1.5,3.5,30.54088534600642
601,10000,90,1.0,4.0,90,1.5,3.5,30.54088534600642
601,10000,90,1.0,4.0,90,1.5,4.0,30.54088534600642
601,10000,90,1.0,3.5,90,1.5,4.0,30.54088534600642
601,10000,90,1.5,2.5,90,1.0,2.5,30.53219062598724
501,10000,90,2.0,2.5,120,1.5,2.5,30.51554725182706
401,10000,90,2.0,3.5,90,1.5,3.5,30.504457806384803
401,10000,90,2.0,4.0,90,1.5,3.5,30.504457806384803
401,10000,90,2.0,3.5,90,1.5,4.0,30.504457806384803
401,10000,90,2.0,4.0,90,1.5,4.0,30.504457806384803
501,10000,60,2.0,4.0,120,1.0,3.5,30.50088122290893
501,10000,60,2.0,4.0,120,1.0,4.0,30.50088122290893
401,10000,60,2.0,2.5,120,1.5,3.5,30.498754194505562
401,10000,60,2.0,2.5,120,1.5,4.0,30.498754194505562
501,10000,120,1.0,2.5,90,1.0,3.0,30.488551881074365
601,10000,120,1.5,3.0,60,1.5,2.5,30.47724664613554
601,10000,120,2.5,3.5,90,1.0,2.5,30.47425331948
501,10000,90,1.0,3.0,90,1.5,2.5,30.45593870935854
401,10000,120,1.0,4.0,90,1.0,2.5,30.4513432360648
601,10000,120,1.0,2.5,90,1.5,2.5,30.44948160196605
301,10000,60,1.5,4.0,120,1.0,3.0,30.439053201955502
501,10000,120,2.0,3.5,60,1.5,3.0,30.427046461572196
301,10000,60,1.5,3.5,120,1.0,3.0,30.42627714395666
401,10000,120,2.5,4.0,120,1.5,2.5,30.404465533307295
501,10000,120,2.0,2.5,90,1.0,3.5,30.39522146275464
501,10000,120,2.0,2.5,90,1.0,4.0,30.39522146275464
301,10000,120,1.0,2.5,120,1.5,2.5,30.38496556009526
501,10000,120,1.0,4.0,60,1.0,2.5,30.370141107506946
301,10000,60,2.5,3.0,120,1.0,2.5,30.36921773731858
501,10000,60,2.0,4.0,120,1.5,2.5,30.365766597192973
501,10000,60,2.0,3.5,120,1.0,3.5,30.363441610977304
501,10000,60,2.0,3.5,120,1.0,4.0,30.363441610977304
601,10000,90,1.0,2.5,120,1.5,4.0,30.357819495033077
601,10000,90,1.0,2.5,120,1.5,3.5,30.357819495033077
601,10000,120,2.0,2.5,90,1.0,3.0,30.34858876738963
501,10000,90,2.5,3.5,120,1.0,3.0,30.341676921045735
501,10000,90,2.5,4.0,120,1.0,3.0,30.341676921045735
401,10000,120,1.5,3.0,90,1.0,2.5,30.321095151253864
401,10000,120,1.0,3.0,90,1.5,4.0,30.31695291109655
401,10000,120,1.0,3.0,90,1.5,3.5,30.31695291109655
601,10000,90,1.0,3.0,120,1.5,2.5,30.31097300040451
301,10000,120,2.5,3.0,120,1.0,3.0,30.278716024259943
